seller_id;seller_autonomous_community;seller_city
82e0a475a88cc9595229d8029273f045;Comunidad de Madrid;Madrid
ad75519a07f039025e83795a4418470f;Aragón;Huesca
34aefe746cd81b7f3b23253ea28bef39;Galicia;Coruña
ed4acab38528488b65a9a9c603ff024a;Comunidad de Madrid;Madrid
f0837c8d71434931d9e38e7b79234797;Comunidad Valenciana;Alicante
fce62094ffe6a4009188ec44e681dfdd;Comunidad de Madrid;Madrid
ebef8d8c92b4fd3226e5d407bbff21ac;Andalucía;Granada
d73cbd89533ce8b041a9190241453ac8;Comunidad de Madrid;Getafe
75a4764c108403a7a0575140cb22287c;Comunidad Valenciana;Alicante
70c0fda4c313d87115644d39e62eec60;Islas Canarias;Las Palmas de Gran Canaria
ffcfefa19b08742c5d315f2791395ee5;Galicia;Coruña
26e13b6ff5b641b329e5524241ee2c93;Andalucía;Málaga
0ade5cc4a305ed7093a23f68ca47519c;Galicia;Coruña
fc59392d66ef99377e50356ee4f3b4e1;País Vasco;Bilbao
b18dc380845b24038cfc48006478f099;Andalucía;Córdoba
f22a247b79dd22ecd91dc8e3b2a1b07c;Andalucía;Córdoba
889009a0ed0bb52c87819941192931b8;Andalucía;Almeria
ffc470761de7d0232558ba5e786e57b7;Andalucía;Cádiz
4c498c7345e89aebad651544829beca0;Andalucía;Sevilla
01bcc9d254a0143f0ce9791b960b2a47;Aragón;Huesca
f021c962aaba8ef6eb527a9c2c8394d1;Castilla y León;Palencia
024b564ae893ce8e9bfa02c10a401ece;Comunidad de Madrid;Madrid
a513150f33f99a06569e9cd5c4bb889b;Comunidad de Madrid;Madrid
c1dde11f12d05c478f5de2d7319ad3b2;Comunidad de Madrid;Madrid
02f5837340d7eb4f653d676c7256523a;Galicia;Coruña
7b98de631987e26dd6d803490c43a13c;Galicia;Pontevedra
f12ff17ad8bbf01ec5c33b17e506649b;Comunidad de Madrid;Madrid
a64e44665225d19dfc0277eeeaaccc57;Comunidad de Madrid;Madrid
6a8a889bde935bafa76d7848782dfaf9;Comunidad de Madrid;Madrid
42b6488f5b8246d9141712abd4b1b693;Galicia;Lugo
d6cd01c59123df02fc226eadbadb5f89;Comunidad de Madrid;Madrid
c8e135e7b21ecbc36c1153a29d2f5a06;Comunidad de Madrid;Madrid
229c3efbfb0ea2058de4ccdfbc3d784a;Comunidad de Madrid;Madrid
f9a02f1922d1de564392e656d82b3fda;Andalucía;Córdoba
9523fb39dd240aa958e040f8183d64f3;Comunidad de Madrid;Madrid
95ec4458365c4d11f452ccf538377619;Andalucía;Sevilla
6ec1a01e866584bb679eb9b098345919;Andalucía;Almería
f6122bc84774df1b372bdb3bb88ddb9f;Andalucía;Córdoba
fa40cc5b934574b62717c68f3d678b6d;Comunidad de Madrid;Madrid
623ad9d0c1e14bb5464a8c72bff7b4af;Comunidad de Madrid;Getafe
c0098efcf800861dcae589affca31408;Andalucía;Granada
a63bfbaa882c8f4542891b4e2246cc7f;Cataluña;Gerona
48b6c3f4c6a93171da04b75313f2130f;Andalucía;Sevilla
270d3ef21830ad0ecf3a6c53d08a533a;Andalucía;Sevilla
89c127985a8b130cfa45c1d36764017a;Andalucía;Jaén
8b2492b7ff4468839593fafeed55bad9;Cataluña;Tarragona
1e9d5a33694bddb76316fd1f54734d20;Principado de Asturias;Gijón
5e49e3a44bdeb5aab2684258bbd4f525;Castilla y León;Valladolid
8e34331b7eedd03be4e5d965c1956225;Comunidad de Madrid;Madrid
aaed1309374718fdd995ee4c58c9dfcd;Castilla y León;Soria
11d4c477d09821164bca4f70a2eae031;Andalucía;Granada
ff314fa6033cc68ec451c47aee2d6ba4;Comunidad de Madrid;Madrid
d1c7fa84e48cfa21a0e595167c1c500e;Comunidad Valenciana;Valencia
c7246702dc991a06d788120dc7544391;Baleares;Palma de Mallorca - Mallorca
e819bcfade7b5d88a27325eb6cfd62c5;Andalucía;Cádiz
6d2f2e3b539480db1e0842b3a4e32e6e;Andalucía;Cádiz
e88165a185134e13fdfc85d4fa654db8;Andalucía;Almería
9e6229250fedbe05838fef417b74e7fb;Andalucía;Málaga
5abb8ea023c77787f2c15da891c8d384;Castilla y León;Salamanca
1d953075c2f0dd990bacf27b83b330f1;Comunidad de Madrid;Madrid
817245bcc3badd82bbd222e0366951a6;Andalucía;Huelva
caa9bc43a9fe8cf9c564ddd8a03cc4a6;Andalucía;Huelva
615005a3ef192c00c6f0e977cee3d2bc;Andalucía;Sevilla
1284de4ae8aa26997e748c851557cf0e;Andalucía;Almería
5fd924b4836098a5be0ecf81ba054ce0;Comunidad de Madrid;Madrid
7178f9f4dd81dcef02f62acdf8151e01;Castilla y León;Ávila
8132b9bd16876e1b0f8808d43825dd48;Castilla y León;Valladolid
3f995f07c49d0d55a99d5c54957f7d81;Andalucía;Córdoba
a6bd7d1ccdac48c6b33b28596b7eb122;La Rioja;Logroño
6650fcccd8cd2f7e55ffa524f30c4c59;Comunidad de Madrid;Madrid
3db66a856d18a9cba7c9241fc5221c50;Comunidad de Madrid;Mostoles
8b181ee5518df84f18f4e1a43fe07923;Andalucía;Granada
10ff823eda2b032e2c93d17a7d294736;Andalucía;Jaén
b4a476fbd28de64b1e347abf9089366a;Andalucía;Jaén
39c763cca83e654764b7a4a650fb9b7c;Aragón;Zaragoza
dadc51ef321949ec9a3ab25cd902e23d;Comunidad de Madrid;Madrid
83b08de96980757220871b31bf6cffca;Cataluña;Barcelona
14a08204d03bb6b6bde8029f801ae0eb;Comunidad de Madrid;Madrid
bee36b4f9a2b9fdcaff6ec05df202ed0;Comunidad de Madrid;Madrid
28872dc528e978a639754bc8c2ce5a4c;Comunidad Valenciana;Alicante
c85d7b477a709c85a1e8b8f25aa1b270;Andalucía;Granada
739c7d7be81f63812dea0d1b1451c651;La Rioja;Calahorra
657969cca82e884d272385ec0ef06edd;Comunidad Valenciana;Alicante
455befea1bb853c75ccbca94cff26e5c;Cataluña;Barcelona
800214c63934acd05d47e84214db8ba8;Castilla y León;Valladolid
5cf1ec37aea089f45110c70653a166ab;Comunidad de Madrid;Madrid
0a82f5fb06a4fe4ac2cf7cb412ec71b8;Comunidad de Madrid;Madrid
e45edf75f568ed2f93f78d060e246e25;Cataluña;Barcelona
3d621842b2ed28e2b474132480edac3c;Comunidad de Madrid;Madrid
baf15155e37ef5492731459bdc05be8a;Comunidad de Madrid;Madrid
c0aff2da32c17759d30b22fb0af6649d;Castilla y León;Valladolid
a17f621c590ea0fab3d5d883e1630ec6;Andalucía;Sevilla
4deebb3199eeafb282ae33229144f94b;Comunidad de Madrid;Madrid
9d69ba0a7a626a64dc5db08e529559cf;Andalucía;Granada
f92d8c817434bd2d84d4e9c61322b7fa;Andalucía;Sevilla
8ca5b19e0263150d2c57afdde2b3d011;Andalucía;Málaga
eec3469d83e142f9a104886655338c37;Andalucía;Huelva
55bb6fe5bebe5012e2d7d9928e1128ff;Andalucía;Huelva
d180e07dc1e58c31c3f0cd599dc4d945;Comunidad de Madrid;Madrid
d6b1ce66b035a475f00c017792ff9769;Andalucía;Huelva
3aa3c89ae3cd482385568be76120f63c;Aragón;Zaragoza
fe4cd9461203cee790d36792420b310f;Comunidad de Madrid;Móstoles
c3aad7dc65449ae90a5e9c3c6c1e78e0;Andalucía;Málaga
f5fea3ffed6c2e889bab72705557c63a;Cataluña;Barcelona
ececbfcff9804a2d6b40f589df8eef2b;Andalucía;Málaga
a254c682cc01e119f83530446f1df9a9;Andalucía;Huelva
830379336fad8c6f3b15a4a3ddb5c66e;Comunidad de Madrid;Madrid
7d13fca15225358621be4086e1eb0964;Andalucía;Granada
1b4c3a6f53068f0b6944d2d005c9fc89;Castilla y León;Valladolid
b92e3c8f9738272ff7c59e111e108d7c;Comunidad de Madrid;Alcobendas
b8555308bfdb4ca1ed54325a58da9a97;Andalucía;Granada
71593c7413973a1e160057b80d4958f6;Comunidad de Madrid;Madrid
1dc2de47ee26a0a5b12dc14fd6dc0dea;Andalucía;Granada
6c6e3d67f969468f3bfd33f827a31222;Galicia;Lugo
66d5ae34537110d3affc56174dad2b2f;Andalucía;Huelva
781a66c0d89e30814d49fe8b5e14cd07;Andalucía;Málaga
a4bd6e9adf39b63f43dc545d3ca1f53d;Cataluña;Barcelona
f88adb15807168d3c43d71021090ce4a;Andalucía;Jaén
fa8d335d68129e464e60c1826a683e96;Comunidad Valenciana;Castellón
f12d3c2a14729ae461b920c11fe20fdc;Andalucía;Córdoba
4917cee8d902e13428c3ec4b1ca6f315;Castilla y León;León
741f8c587cb4248ebc5b779a0e8e0e51;Andalucía;Córdoba
4bcec44888b30ba9001234c534716d3f;Andalucía;Córdoba
a663d9c3797e90eac99ff60939416a56;Comunidad de Madrid;Madrid
dff87e4de60c9736ce8df835951b09bc;Comunidad de Madrid;Madrid
ac1ed5fc15901fbc92920361eb4ab350;Comunidad de Madrid;Madrid
f9903dd0f812c7e771fcad47b6fff231;Castilla y León;León
ac9b01377919cdbd2a1bbb8d5837c70b;Andalucía;Jaén
5011f0d93373a4c5753adf58ca77af8d;Andalucía;Almería
a4e634166243bbb3a13fa584463fa468;Andalucía;Jaén
50bf89f1349bc0409a268c3a49678009;Andalucía;Huelva
50c9975695009e5e6473912e83a6d1da;Comunidad de Madrid;Getafe
42d4b7e70819438f5ada61c965e92d7e;Aragón;Zaragoza
7aa4334be125fcdd2ba64b3180029f14;Andalucía;Granada
b14db04aa7881970e83ffa9426897925;Andalucía;Sevilla
fac1a9017ade7bdc94058fc1c969f355;Comunidad de Madrid;Madrid
31ae0774c17fabd06ff707cc5bde005f;Andalucía;Jaén
f0ec6a2adb05c62655a26dd347b8dede;Comunidad de Madrid;Madrid
cc1f04647be106ba74e62b21f358af25;Comunidad de Madrid;Madrid
1099a00e0ee3a50935e6c2447ca090c5;Cataluña;Barcelona
3d700782d7818f2c1e0d7a9e9d75fc00;Andalucía;Sevilla
a3e9a2c700480d9bb01fba070ba80a0e;Andalucía;Granada
c3f5668699a1b04c0fa61ecea1e2bff6;Galicia;Coruña
80f2cf9abf6b5a0e5c612b5eea6646e6;Andalucía;Huelva
516e7738bd8f735ac19a010ee5450d8d;Cataluña;Barcelona
4fe2f67634d00c021aa01f96b6f2d68e;Galicia;Lugo
9f505651f4a6abe901a56cdc21508025;Comunidad de Madrid;Madrid
17adeba047385fb0c67d8e90b4296d21;Andalucía;Cádiz
7142540dd4c91e2237acb7e911c4eba2;Andalucía;Jaen
c04d70d515d15a7e3db3a73320598566;Cataluña;Gerona
a3a38f4affed601eb87a97788c949667;Castilla y León;Salamanca
744dac408745240a2c2528fb1b6028f3;Galicia;Pontevedra
9b013e03b2ab786505a1d3b5c0756754;Andalucía;Córdoba
8b9d6eec4a7eb7d0f9d579ce0b38324d;Cataluña;Tarragona
38e679b9e0064cd94c6f035707344dae;Galicia;Ourense
5444b12c82f21c923f2639ebc722c1ea;Andalucía;Málaga
83deb69e889cf80f82be1dc6d5f2d486;Castilla y León;Valladolid
54aa8463e87776b5612f4bdc4bd5d4de;Comunidad de Madrid;Madrid
2e7ea2aafec5835e781b21d6d1faf1f1;Comunidad de Madrid;Madrid
79ebd9a61bac3eaf882805ed4ecfa12a;Galicia;Pontevedra
1cbd50a8c52e6cf8e315c5709fab386f;Galicia;Lugo
e503f22be6a4f456d9851920a5d9c670;Comunidad de Madrid;Madrid
88af55b4a7ca402b27df16f7c7c9b5d2;Andalucía;Granada
5f3ae9136c875522250f8184f253413a;Comunidad de Madrid;Madrid
b026643914f651e8371425e5b8a1e780;Cataluña;Barcelona
26af45f5dfd967225a832838aa4e24a3;Galicia;Coruña
9dd459b29a14bf89d47183cf2cd0e4c7;Comunidad de Madrid;Madrid
8e6d7754bc7e0f22c96d255ebda59eba;Andalucía;Huelva
e250d617a0ad591ba9bd663e584a895d;Andalucía;Cádiz
92c8bc6e8f925792247656fed09aad65;Comunidad de Madrid;Madrid
e53d5b9b29d1218281f4a907ada18626;Galicia;Pontevedra
3ca08eeb8d5595949fed424bd3677742;Galicia;Coruña
cbd996ad3c1b7dc71fd0e5f5df9087e2;Andalucía;Huelva
8daab2245ebdc277c51098d01c5ad8ef;Comunidad de Madrid;Madrid
15b3b1b81484422eb41df68ac87f1f50;Andalucía;Huelva
e067ad2c1c0b48758eb1b5228bcf7a68;Andalucía;Almería
f626e15b7314c267e4429010866f70e9;Andalucía;Granada
f1fd5ab1181f827ffad998c1a5de7d74;Galicia;Coruña
a7c88262832dfc683781d6a421edefae;Andalucía;Jaén
6b1c4d4d9ccf0be3d8544eb0e71e5318;Comunidad Valenciana;Valencia
4e85b538b0dad58852641540686d0e14;Andalucía;Huelva
093805f8f2aeb63881444571e1f48f30;Andalucía;Jaén
5acd070dd3fe441bbb2ec1f1ede515ee;Andalucía;Cádiz
3c010235b7345c92f125d14ee232a76b;Galicia;Coruña
cb9fb4ca75d7ba8437480e8dde64fe98;Comunidad de Madrid;Madrid
ce33c6211beaa8fef4cae8b52db39862;Andalucía;Granada
081acf3de680d554796c9cf041be7bc2;Comunidad de Madrid;Leganés
6989574bd97d9773f10d232b6c07da59;Galicia;Coruña
535bf14f36346c7f59d87cece104d70c;Cataluña;Barcelona
8501d82f68d23148b6d78bb7c4a42037;Castilla y León;León
7f02656561b680def9986c0795a8a080;Comunidad de Madrid;Madrid
57a834594e1e9e9219603bfec184eadc;Comunidad Valenciana;Valencia
8fd3b4468f6425810648177996c14cbd;Andalucía;Huelva
6d803cb79cc31c41c4c789a75933b3c7;Andalucía;Almería
5f2684dab12e59f83bef73ae57724e45;Comunidad de Madrid;Madrid
713e3a23ca5e47786eb6f0d99f94cfac;Galicia;Coruña
f97e2b0650c2068227e1d366140eb62f;Andalucía;Málaga
8b321bb669392f5163d04c59e235e066;Comunidad de Madrid;Madrid
32f83ffe11cd40f7adcf4eef171f52d9;Comunidad Valenciana;Alicante
76d64c4aca3a7baf218bf93ef7fa768d;Galicia;Coruña
d06d019f72a04e5497a0b64190af170c;Andalucía;Málaga
ec80e49e69745ab6c14f984bf2149423;Andalucía;Sevilla
f8f35af4634605e6693c17cc3ffff5a8;Comunidad de Madrid;Alcalá de Henares
004c9cd9d87a3c30c522c48c4fc07416;Andalucía;Granada
3bdff180c7e1f6551a643b99c265a120;Comunidad de Madrid;Madrid
6b89abe95848c850399130d149a39b63;Aragón;Teruel
aced59e9b31ef866a94f9e7f29d8d418;Comunidad de Madrid;Madrid
b4f8921fcc4ff77b66bea6dda43dcd51;Comunidad Valenciana;Alicante
d2572f31e9023e9850ef986a636ff9bf;Comunidad de Madrid;Madrid
c731d18cea9bf687ffee82a241c25b11;Castilla y León;Palencia
3dc69bf2c42f0568a5c4791ec3fd3745;Comunidad de Madrid;Madrid
d8d9567d0bfb0bc7eb845a205ba42657;Comunidad de Madrid;Madrid
0daf5180aa44356f60f8effa533b55a2;Aragón;Zaragoza
5194c22ed1f616ec0c0f33c571542879;Comunidad de Madrid;Madrid
fe8055980a4ff7f64ed889c2b5926929;Galicia;Coruña
c42fd8e4d47dfb18ce5222f2dd7752f9;Andalucía;Jaén
671585f5a2af58b6e276bc01003c0d2b;Galicia;Coruña
2dd1fb6f0e42a2243b8a01e40cd41216;Galicia;Coruña
a7c53f6b3b61adbdaa99dda97e8cbd56;Andalucía;Cádiz
a11a0e0ca67423425691db355cff69b0;Andalucía;Jaén
5bffbafbb22daf6d3bfc216a46db8708;Cataluña;Barcelona
fc0b214b59a83615fea981c6424a02ae;Andalucía;Málaga
011b0eaba87386a2ae96a7d32bb531d1;Andalucía;Huelva
43753b27d77860f1654aa72e251a7878;País Vasco;Bilbao
822b63912576852aea9a8436d72317b7;Andalucía;Jaén
a3fa18b3f688ec0fca3eb8bfcbd2d5b3;Comunidad de Madrid;Madrid
5587130f9850696ed7fafbc91c2cee44;Comunidad de Madrid;Madrid
9c1c0c36cd23c20897e473901a8fb149;Andalucía;Cádiz
34a557286ead8fe75c989e0afcf7d98c;Andalucía;Málaga
c716e0b86ed568878475b60fbb6323ad;Andalucía;Málaga
455c5640e8c5bd1b2ee85c0158f85727;Castilla y León;Valladolid
87d30a6a0cbf89356e49324971ab1d24;Comunidad de Madrid;Madrid
217f005bb37ff3aeef5b2ae1788e75ba;Andalucía;Jaén
cac4e0bc1a3269fa2b6ea5e763f6115b;Castilla y León;León
8ec76bb0965af3f007692b26fa9d6623;Castilla y León;Burgos
aba1721a889e04decc910aa13b768ef4;Comunidad de Madrid;Madrid
7238f877570096ae403c51898fa64566;Andalucía;Málaga
044668ccd5316b12a7cf0d54a156e3e9;Andalucía;Jaén
643c01d7c56a724bec0454f4780e8a3e;Castilla y León;Salamanca
cab85505710c7cb9b720bceb52b01cee;Comunidad de Madrid;Madrid
312ba1d77e9c332ef21f9598b7f64cd7;Andalucía;Cádiz
8c3b533c63cca56240f94f1e3a6b18ef;Comunidad de Madrid;Madrid
1fdc574883ef3b33ad41562d93f3a74a;Andalucía;Sevilla
9a03a4e9eb0b947652fae4f6121a3f5e;Andalucía;Huelva
33cbda8716511e27e556dff9d8418bf2;Castilla y León;León
6cd68b3ed6d59aaa9fece558ad360c0a;Comunidad de Madrid;Madrid
3df020b72d3d44b3af9d110fa3940b65;Andalucía;Huelva
537eb890efff034a88679788b647c564;Cataluña;Barcelona
89de2d6f23e9746ff309705b23581faa;Galicia;Ourense
c611f4ce9ce875bcc063fa97fd4d7d12;Andalucía;Cádiz
4be2e7f96b4fd749d52dff41f80e39dd;Galicia;Coruña
3bfba5a77604f6dfae7e6dd7aaf65821;Galicia;Ourense
48fb026ed7455a42f5d3e9390ed5088e;Cataluña;Lleida
0d33a55da925bbf1ff02af5f6059fc7f;Comunidad de Madrid;Madrid
cea729054f157f5870bdd321a958d994;Comunidad de Madrid;Madrid
955fee9216a65b617aa5c0531780ce60;Comunidad de Madrid;Madrid
0f0c984a4a955310903b6b6008660bad;Andalucía;Málaga
f805b96fa705ba7995a221f1749dc141;Galicia;Lugo
751bdc4d83a466c7206cd42e8f426b03;Andalucía;Jaén
2f4b0d3b9634b647d4edee577d7ebb7e;Comunidad de Madrid;Madrid
ba5daa4041e1f15cdf34b76e3e18a450;Comunidad de Madrid;Madrid
6e386f64c84e482f0b9abf960797ee1b;Comunidad de Madrid;Madrid
83c465a786b06574376909b35ef6752a;Andalucía;Cádiz
