seller_id;seller_autonomous_community;seller_city;lat_seller;long_sell;id_ac;count_sold;review_avg;delta_eff;delta_est
02c988090b766852e088c69d7fb3b551;Andalucía;Jaén;37.7667;-3.7711;1;13;3.416666667;7.388541667;18.90104167
02d35243ea2e497335cd0f076b45675d;Cataluña;Gerona;41.9833;2.8167;7;14;4.533333333;26.40694444;32.06041667
02dcd3e8e25bee036e32512bcf175493;Comunidad de Madrid;Fuenlabrada;40.2833;-3.8;8;14;4.3125;13.16458333;21.12847222
02ecc2a19303f05e59ce133fd923fff7;Andalucía;Córdoba;37.8845;-4.7796;1;21;3.956521739;8.871527778;25.05763889
02f5837340d7eb4f653d676c7256523a;Galicia;Coruña;43.3713;-8.4188;12;30;4.4;7.771875;27.10798611
02f623a8eb246f3c5f7c2f96462654e6;Andalucía;Cádiz;36.535;-6.2975;1;44;4.162790698;6.603819444;17.803125
0307f7565ff85b299b6e5ef162b1b1a9;Andalucía;Huelva;37.25;-6.95;1;7;4.285714286;14.24131944;29.47326389
034b9387752bfa309f350a70cd45ffa3;Castilla y León;León;42.6056;-5.57;5;8;4;8.238888889;23.36284722
038b75b729c8a9a04b0d07cba7eabe86;Andalucía;Huelva;37.25;-6.95;1;2;4;22.54965278;23.35034722
039b29ff3b3473435d0cd59040575de9;Andalucía;Jaén;37.7667;-3.7711;1;9;4.333333333;8.388888889;13.51944444
039e6ad9dae79614493083e241147386;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;5;4.6;6.746527778;26.51736111
03a2a6dcbe45d639c4dc2a0d24769c40;Andalucía;Málaga;36.7194;-4.42;1;9;3.777777778;8.89375;19.65902778
03bd479e1d9484cdb14104d3023f7321;Comunidad de Madrid;Alcalá de Henares;40.4818;-3.3643;8;3;4.5;19.19930556;24.89652778
0417b067eeab773d2f7061a726dc477f;Castilla y León;Segovia;40.9481;-4.1184;5;13;4.076923077;15.04583333;20.15763889
042573af89b6d931f672efaf789d8358;Andalucía;Sevilla;37.39;-5.99;1;3;2.333333333;5.540277778;22.52777778
04308b1ee57b6625f47df1d56f00eedf;Castilla y León;Ávila;40.65;-4.6833;5;94;4.159574468;17.94618056;28.471875
0432ead42b6c8a0bdf68154add917fdf;Andalucía;Málaga;36.7194;-4.42;1;83;4.123595506;6.942013889;21.59375
044668ccd5316b12a7cf0d54a156e3e9;Andalucía;Jaén;37.7667;-3.7711;1;3;3;8.116666667;43.44861111
04843805947f0fc584fc1969b6e50fe7;Comunidad Valenciana;Castellón;42.1611;-1.7603;10;1;5;15.03680556;14.37847222
048c2757535328e0d7dac690ad3c0aae;Andalucía;Málaga;36.7194;-4.42;1;51;4.06;16.26909722;26.35034722
04aa0a1c5ce6b222003403a3e11c3cc0;Andalucía;Jaén;37.7667;-3.7711;1;11;4.090909091;15.94930556;29.20277778
04aba03279157f6d4e0fe8ccaf21963c;Cataluña;Lleida;41.6167;0.6222;7;16;4;8.221527778;23.54583333
04e38a233f726ef161074ab1c9b0399a;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;23;3.652173913;9.479166667;15.24166667
04ee0ec01589969663ba5967c0e0bdc0;Comunidad Valenciana;Valencia;39.47;-0.3764;10;1;3;3.067361111;15.52152778
04fdea0c111866e6cf812f1570d6b5bd;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;10;4.3;16.86458333;29.13576389
0509040ea3fe50071181bbc359eb7738;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;89;4.255555556;11.02291667;21.62569444
052577151711aec5c744fe12e66db3e1;Castilla y León;Burgos;42.35;-3.6822;5;4;4.5;14.03402778;25.22569444
054694fa03fe82cec4b7551487331d74;Andalucía;Sevilla;37.39;-5.99;1;21;4.238095238;18.09097222;30.34375
056b4ada5bbc2c50cc7842547dda6b51;Cataluña;Tarragona;41.1187;1.2453;7;65;4.111111111;8.703472222;24.80347222
0570350b23eda5444f8d1d9544932058;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;6;4.5;4.356597222;19.184375
05730013efda596306417c3b09302475;Castilla y León;Burgos;42.35;-3.6822;5;4;3.5;8.955555556;19.72881944
058cb5aeb36d7c0fcae20fc85d5e0a59;Cataluña;Barcelona;41.3825;2.1769;7;12;4.583333333;9.180555556;18.42638889
058fd0aa2bfdb2274e05e1ae971dabb6;Andalucía;Córdoba;37.8845;-4.7796;1;60;4.096774194;7.963888889;19.47847222
05a48cc8859962767935ab9087417fbb;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;1;5;11.27638889;28.49652778
05a940b4ecae36cadfd8e93bd9c43257;Aragón;Zaragoza;41.6483;-0.883;2;10;3.1;11.85902778;29.56041667
05aebce0b5c8f0d41b29b686f2d05fd3;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;2;5;6.000694444;7.819791667
05ca864204d09595ae591b93ea9cf93d;Andalucía;Córdoba;37.8845;-4.7796;1;1;1;5.16875;4.6125
05d2173d43ea568aa0540eba70d2ca76;Comunidad de Madrid;Parla;40.2372;-3.7742;8;62;4.096774194;13.353125;26.54027778
05e107217c7266362fd44b75b2cd4cc4;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;5;4.6;6.297222222;13.04027778
05f51e13da97139648b8125c31e5f51b;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;60;4.033333333;8.407638889;22.02291667
05feb94f19d094d4b0f9281f0b1d4c99;Andalucía;Jaén;37.7667;-3.7711;1;6;3.833333333;14.27673611;25.94756944
05ff92fedb5be47920fea08e501238b9;Comunidad Valenciana;Castellón;42.1611;-1.7603;10;59;4.098360656;11.01875;28.65486111
062c325cd6a2b87845fab56b4ec2eeae;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;2;5;5.495486111;14.30520833
062ce95fa2ad4dfaedfc79260130565f;Comunidad Valenciana;Valencia;39.47;-0.3764;10;55;3.824561404;11.93506944;25.08263889
06532f10282704ef4c69168b914b77be;Galicia;Lugo;43.0167;-7.55;12;8;3.777777778;16.11111111;29.41180556
06579cb253ecd5a3a12a9e6eb6bf8f47;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;61;3.968253968;7.410416667;18.32013889
066a6914e1ebf3ea95a216c73a986b91;Galicia;Lugo;43.0167;-7.55;12;66;4.046153846;10.14618056;30.4
0691148aee60ca47977c187804f935ae;Galicia;Ourense;42.3364;-7.8633;12;47;4.204081633;10.05694444;24.97222222
0692610d8abe24f287e9fae90ea0bbee;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;4;5;7.056944444;13.14548611
06a2c3af7b3aee5d69171b0e14f0ee87;Comunidad Foral de Navarra;Pamplona;42.8167;-1.65;9;391;4.015306122;15.76840278;27.12777778
06bb3a2fe5e7b7a845b13e8fb91bd944;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;17;3.388888889;8.844444444;21.66458333
06df0c10d34e459d9672bc77388742eb;Galicia;Lugo;43.0167;-7.55;12;26;4;8.151041667;20.88819444
06e5eefc71ec47ae763c5c6f8db7064f;Comunidad Valenciana;Valencia;39.47;-0.3764;10;92;3.967391304;10.1875;26.38819444
07017df32dc5f2f1d2801e579548d620;La Rioja;Logroño;42.465;-2.4456;14;8;4.75;9.297916667;33.46041667
070d165398b553f3b4b851c216b8a358;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;31;3.090909091;9.730555556;18.96909722
0725b8c0f3f906e58f70cbe76b7c748c;Andalucía;Cádiz;36.535;-6.2975;1;17;4.333333333;11.49756944;19.28229167
0743a0239d764b9a0f959a57d07e36ab;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;4;4.25;5.084722222;9.575347222
0747d5bb69f0586cc869d8af4c50f93e;Cataluña;Gerona;41.9833;2.8167;7;14;4.4;10.63368056;22.46875
0761743cbffb25d7148189e9f1a5f03a;Andalucía;Granada;37.1781;-3.6008;1;3;5;11.98263889;21.59861111
077c5fae4bea9500e3737b16f71b9d3a;Andalucía;Sevilla;37.39;-5.99;1;4;3.25;7.051041667;15.37256944
0791d9fc1e30678ecf03d3e55fa108d3;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;5;4.714285714;6.109027778;23.91388889
079d295dcbf06ee8bb1b65ba964eb2b6;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;5;4.8;5.884027778;20.24583333
07a9bc7f61396b658ddf3ac534efe44c;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;1;5;5.995138889;10.51111111
07bf9669d84d1f11be443a9dd938f698;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;18;4.5;8.119097222;22.95416667
07d75e33f2750d97d467fb57e4dfdd8a;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;2;4;11.79652778;22.60208333
07de60b03d150fb3ea09eab5da5e4c8b;Andalucía;Granada;37.1781;-3.6008;1;8;4.75;9.531944444;27.68506944
07e8e8fc5222bb358e6f259da3197074;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;2;4;8.637847222;14.40277778
080102cd0a76b09e0dcf55fcacc60e05;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;122;3.896825397;8.01875;21.05416667
080199a181c46c657dc5aa235411be3b;Andalucía;Jaén;37.7667;-3.7711;1;79;4.329113924;6.130555556;17.35694444
08061dc0fc165ed41288cc7acde738ee;Andalucía;Jaén;37.7667;-3.7711;1;4;5;15.18333333;17.52916667
08084d990eb3f53af056ccbc1730c8a7;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;11;4.4;7.127777778;22.80138889
081acf3de680d554796c9cf041be7bc2;Comunidad de Madrid;Leganés;40.3281;-3.7644;8;3;4.2;13.06319444;28.20833333
082e0bf4cb865a6533b1e8e498cc0255;Andalucía;Cádiz;36.535;-6.2975;1;11;4.166666667;11.29791667;29.42916667
085f6f7e049c996695fb2074fe38d45e;Andalucía;Sevilla;37.39;-5.99;1;6;4;10.11770833;22.85729167
08633c14ef2db992c11f840f04fad4cd;Andalucía;Jaén;37.7667;-3.7711;1;71;3.959459459;7.847916667;20.29097222
0873d9f8f36123f8d910f4760e788cfb;Andalucía;Córdoba;37.8845;-4.7796;1;5;3;8.032638889;20.15138889
0885aaf116795758dfeb5f1032487bcd;Andalucía;Córdoba;37.8845;-4.7796;1;26;4.34375;4.181944444;17.23263889
0887a9f087bcd5d9f6642b52f897fc6c;Andalucía;Jaén;37.7667;-3.7711;1;12;4.75;11.05694444;25.28402778
08ad4ac1388e4420ca531c3edfc46198;Andalucía;Jaén;37.7667;-3.7711;1;6;3.2;6.197222222;10.04236111
08cdbae123ff67ca4e36d9d641ce0119;Comunidad de Madrid;Alcobendas;40.5333;-3.6333;8;4;4.25;21.49722222;21.45798611
08d0949a9a17c027262db1f3c450c26c;Galicia;Pontevedra;42.4333;-8.6333;12;11;4.166666667;14.57152778;27.94305556
08d1c9478fb0d7d7fcac9c0da4e82fc7;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;1;4;10.39236111;22.64652778
08d2d642cf72b622b14dde1d2f5eb2f5;Andalucía;Almeria;36.8403;-2.4681;1;17;3.8125;12.66493056;25.30208333
08f5819815f3d06545011850bd70f0a8;Andalucía;Almeria;36.8403;-2.4681;1;3;4.333333333;8.95625;24.96111111
091065b789659bc3cd9af9cb3a6253ff;Comunidad Valenciana;Castellón;42.1611;-1.7603;10;2;2.5;11.26493056;21.37013889
0936e1837d0c79253456bbb2ffaaef10;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;1;5;18.36666667;30.07708333
093805f8f2aeb63881444571e1f48f30;Andalucía;Jaén;37.7667;-3.7711;1;22;4.407407407;7.614583333;17.18993056
094ced053e257ae8cae57205592d6712;Andalucía;Granada;37.1781;-3.6008;1;19;4.111111111;12.49131944;26.53020833
0951a6e282947e09cd47969f4ed0b47f;Andalucía;Granada;37.1781;-3.6008;1;7;4.428571429;4.047222222;14.53611111
09883d9ab71c8fe8a9bfc7fc3075b07e;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;5;3.8;10.80277778;17.50486111
099095b050cfe8eb1ddff5317587e96e;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;17;4.235294118;6.332291667;20.58993056
09bad886111255c5b5030314fc7f1a4a;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;5;4.2;4.436111111;13.06180556
09f952a5f58d2285b0372551ae8f9b01;Andalucía;Granada;37.1781;-3.6008;1;46;4.163636364;11.02013889;25.21041667
0a198e95d32b1be2da9424c962a6ebfa;Comunidad de Madrid;Fuenlabrada;40.2833;-3.8;8;1;5;16.04791667;19.49375
0a82f5fb06a4fe4ac2cf7cb412ec71b8;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;2;4.5;5.28125;14.47118056
0a85ebe4e328db81ac9109781205e2f7;Andalucía;Cádiz;36.535;-6.2975;1;12;4;6.067708333;11.32604167
0aa2205ca24f113f4658a5c536667426;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;4;4;7.055208333;21.69965278
0ac4201fda2c68ebc0e47cb9423cf3c9;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;13;4.714285714;10.92847222;24.39583333
0ad80de75c811326389cfb1daba7d45e;Cataluña;Barcelona;41.3825;2.1769;7;6;3.8;9.567013889;18.91111111
0adac9fbd9a2b63cccaac4f8756c1ca8;Andalucía;Granada;37.1781;-3.6008;1;109;4.081818182;11.97986111;23.15798611
0ade5cc4a305ed7093a23f68ca47519c;Galicia;Coruña;43.3713;-8.4188;12;2;4;6.875694444;27.01006944
0aea4c6ae1505b3228ddf3dd7822ee5b;Andalucía;Sevilla;37.39;-5.99;1;8;4.375;13.39652778;28.37708333
0af2ab31141893d26aca5a404a537dab;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;1;4;5.809722222;11.05763889
0af977692321d895349eded183341d28;Andalucía;Almeria;36.8403;-2.4681;1;2;4;2.540277778;10.09930556
0afccdb8a34ee5c79f7c06faf2b4d56e;Comunidad de Madrid;Alcalá de Henares;40.4818;-3.3643;8;25;3.625;11.91493056;22.696875
0b0ddbc7b9d9584f442c7ac92b0ff6c9;Andalucía;Cádiz;36.535;-6.2975;1;3;3.333333333;10.01597222;31.07777778
0b18d63d0cd1d723567903fd34a07df2;Andalucía;Almeria;36.8403;-2.4681;1;9;3.555555556;7.304166667;22.44166667
0b1ca3ef18a63d7eb0c8897fa0849c08;Andalucía;Huelva;37.25;-6.95;1;1;5;6.709722222;11.99305556
0b35c634521043bf4b47e21547b99ab5;Galicia;Coruña;43.3713;-8.4188;12;50;4.08;14.009375;29.51006944
0b36063d5818f81ccb94b54adfaebbf5;Castilla y León;Valladolid;41.6528;-4.7236;5;1;1;14.54444444;35.09444444
0b3f27369a4d8df98f7eb91077e438ac;Andalucía;Córdoba;37.8845;-4.7796;1;2;4;7.161458333;16.29270833
0b46f784306be7200ca1700aa55d819f;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;1;5;3.24375;17.64166667
0b64bcdb0784abc139af04077d49a20e;Comunidad Valenciana;Castellón;42.1611;-1.7603;10;4;4.75;8.148611111;24.884375
0b90b6df587eb83608a64ea8b390cf07;Galicia;Lugo;43.0167;-7.55;12;161;3.892857143;13.24861111;32.32847222
0bae85eb84b9fb3bd773911e89288d54;Andalucía;Cádiz;36.535;-6.2975;1;135;3.964788732;9.324305556;24.28611111
0bb27263628258b8111a0262769fa9db;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;1;2;41.68055556;58.275
0bb738e4d789e63e2267697c42d35a2d;Andalucía;Huelva;37.25;-6.95;1;30;4.066666667;9.245486111;25.37951389
0be8ff43f22e456b4e0371b2245e4d01;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;160;4.017964072;7.875;19.55902778
0bebbb2cea103a4a020c95d43fd7d754;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;9;4.444444444;6.265277778;16.46319444
0bf0150d5b9d60d9cd2906003332f085;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;39;3.868421053;10.25486111;20.32083333
0bfd0b434243adc5c2e1aa6baf19c6aa;Cataluña;Barcelona;41.3825;2.1769;7;6;4.428571429;8.503819444;29.08020833
0c7533c71df861ec58ad7ff999ed0e8d;Andalucía;Granada;37.1781;-3.6008;1;59;4.09375;9.057638889;19.47013889
0c7f30ae9b147eca07affbef92832a6a;Galicia;Coruña;43.3713;-8.4188;12;5;3.4;6.695833333;25.45763889
0c8380b62e38e8a1e6adbeba7eb9688c;Comunidad de Madrid;Alcorcón;40.35;-3.8333;8;178;4.117021277;10.77118056;22.98541667
0cab2da43793a6f3c5ed8514c5f54627;Galicia;Coruña;43.3713;-8.4188;12;3;3.666666667;5.279166667;25.56527778
0cbcee27c791afa0cdcb08587a2013a8;Comunidad de Madrid;Alcorcón;40.35;-3.8333;8;39;4.125;10.11875;24.77152778
0d33a55da925bbf1ff02af5f6059fc7f;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;21;3.842105263;5.74375;17.10347222
0d4c8269e7f0401201794deef160edd6;Andalucía;Granada;37.1781;-3.6008;1;3;3.5;16.26319444;20.27986111
0d83f8e03188682112cc0d93523705cc;Comunidad Valenciana;Valencia;39.47;-0.3764;10;4;3.75;8.985763889;28.06354167
0d85bbda9889ce1f7e63778d24f346eb;Comunidad de Madrid;Alcalá de Henares;40.4818;-3.3643;8;51;4.352941176;12.91736111;25.33194444
0daf5180aa44356f60f8effa533b55a2;Aragón;Zaragoza;41.6483;-0.883;2;2;5;8.025694444;12.94618056
0db783cfcd3b73998abc6e10e59a102f;Andalucía;Almeria;36.8403;-2.4681;1;130;4;10.22291667;22.57916667
0dd184061fb0eaa7ca37932c68ab91c5;Andalucía;Cádiz;36.535;-6.2975;1;159;4.060606061;8.468055556;21.53125
0ddefe3c7a032b91f4e25b9c3a08fca1;Andalucía;Granada;37.1781;-3.6008;1;9;4.666666667;5.336111111;14.14305556
0df3984f9dfb3d49ac6366acbd3bbb85;Comunidad de Madrid;Alcorcón;40.35;-3.8333;8;86;3.829545455;7.926388889;22.47222222
0dfbed20065e425d2eaefb101f9816c0;Andalucía;Jaén;37.7667;-3.7711;1;3;3.333333333;16.31666667;17.46597222
0e44d110fa6a54e121cb2c095a77762f;Andalucía;Granada;37.1781;-3.6008;1;6;4.5;12.01006944;16.78541667
0e72c1a751b496722a6cb1f10653b62a;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;3;3.666666667;7.238194444;24.9875
0e982cff76cc0579f632cea8a0e38c9d;Castilla y León;Palencia;42.0167;-4.5333;5;6;4.285714286;7.0875;21.68888889
0ea22c1cfbdc755f86b9b54b39c16043;Comunidad de Madrid;Fuenlabrada;40.2833;-3.8;8;228;4;9.759027778;24.53472222
0eaa7e33d73809f1f925f7d07c506cbd;Andalucía;Córdoba;37.8845;-4.7796;1;15;3.928571429;3.808333333;18.34166667
0ebd97a106433a45a4aebe57c1799778;Comunidad de Madrid;Fuenlabrada;40.2833;-3.8;8;30;4.242424242;7.533680556;25.78576389
0ec28cec4046a4a199b6de9b4c891d97;Aragón;Zaragoza;41.6483;-0.883;2;3;4.333333333;11.36666667;19.38402778
0ed6ce5d87fd9c69eaacaeb778d67235;Andalucía;Jaén;37.7667;-3.7711;1;43;4.048780488;11.44444444;25.19652778
0ee4fb99ac55ffbbc98795aa01b7f8fa;Andalucía;Málaga;36.7194;-4.42;1;1;5;6.883333333;21.5625
0ef83d7d83ed97cd2a0049ac8be5f88a;Galicia;Coruña;43.3713;-8.4188;12;47;4.085106383;8.11875;24.06666667
0f0c984a4a955310903b6b6008660bad;Andalucía;Málaga;36.7194;-4.42;1;4;4.5;11.01215278;23.13854167
0f519b0d2e5eb2227c93dd25038bfc01;Andalucía;Granada;37.1781;-3.6008;1;1;5;12.27222222;51.49305556
0f7eea709efdf942b5f95c7516dbacd7;Andalucía;Granada;37.1781;-3.6008;1;3;5;6.872222222;24.37569444
0f80a40c312b2472dca482cf50f5186f;Andalucía;Almeria;36.8403;-2.4681;1;1;5;5.324305556;21.53333333
0f94588695d71662beec8d883ffacf09;Castilla y León;Valladolid;41.6528;-4.7236;5;1;4;14.8875;26.54444444
0fe2d9733ed841eb064503920015a8c0;Andalucía;Almeria;36.8403;-2.4681;1;3;2.333333333;6.973611111;20.20972222
0ff83046c3fa22efee8ecf291888b191;Comunidad Valenciana;Alicante;38.3453;-0.4831;10;10;4.7;11.86805556;28.29131944
0ffa40d54288e4f3499b8780dd0f144f;Andalucía;Sevilla;37.39;-5.99;1;33;4.264705882;10.27638889;24.42361111
10076e5788b8ee532724bcd460baf762;Andalucía;Málaga;36.7194;-4.42;1;22;4.5;7.895138889;20.45347222
10089e9f2fd0c668a8fd4e52e1698888;Andalucía;Huelva;37.25;-6.95;1;3;3.333333333;7.396527778;23.45972222
101a3a003516bc11253298b2fad3cb65;Andalucía;Córdoba;37.8845;-4.7796;1;5;3.6;6.284722222;12.13402778
1025f0e2d44d7041d6cf58b6550e0bfa;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;903;4.113856069;10.18611111;22.190625
10264f60a8f0a4d2f30810f5c661c673;Andalucía;Málaga;36.7194;-4.42;1;4;3;4.546875;12.25277778
1099a00e0ee3a50935e6c2447ca090c5;Cataluña;Barcelona;41.3825;2.1769;7;3;5;15.24652778;25.21805556
10cdd491d1dbea8fb4ead97b19c334ce;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;3;3.333333333;5.855555556;26.15902778
10ff823eda2b032e2c93d17a7d294736;Andalucía;Jaén;37.7667;-3.7711;1;9;4.111111111;7.751041667;22.17083333
112453736dbe3889cfb74e1aaa0ba0c1;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;7;4.142857143;13.05625;20.56666667
1127b7f2594683f2510f1c2c834a486b;Andalucía;Málaga;36.7194;-4.42;1;113;4.025862069;8.015972222;20.49097222
11305281b50fff20ae8bb473f8e11876;Comunidad de Madrid;Alcobendas;40.5333;-3.6333;8;36;3.764705882;11.23472222;24.09791667
113e3a788b935f48aad63e1c41dac1bd;Andalucía;Huelva;37.25;-6.95;1;39;3.972222222;12.4;28.69444444
116ccb1a1604bc88e4d234a8c23f33de;Andalucía;Granada;37.1781;-3.6008;1;60;3.93442623;6.654513889;18.38784722
11742f81550ac064cc9a40f67151d9ad;Andalucía;Huelva;37.25;-6.95;1;2;5;9.094791667;13.29826389
117cfc326c6d50da67ca858ff5c0c852;Cataluña;Gerona;41.9833;2.8167;7;5;4.8;4.440972222;14.3
11938fcc75f6902fea1d0a6f72b54a57;Castilla y León;Segovia;40.9481;-4.1184;5;2;5;22.36388889;42.56840278
119c7f1a00ef43fad0e57604e76a747c;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;2;4.5;5.977777778;12.02430556
119d1aef1b4144adba89163f6cd9f5d4;Andalucía;Sevilla;37.39;-5.99;1;4;5;4.283333333;12.340625
11bfa66332777660bd0640ee84d47006;Andalucía;Granada;37.1781;-3.6008;1;76;4.168831169;13.06631944;23.89375
11d4c477d09821164bca4f70a2eae031;Andalucía;Granada;37.1781;-3.6008;1;3;5;6.915277778;19.13055556
11eac105f3f90a9b87b19c89d91e24f3;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;5;4.8;9.705555556;23.18263889
11fb6f6d341adbe19e81733701704635;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;3;3.666666667;3.915972222;12.52638889
120476eb7a04c149d14772edaf5d9bf2;Cataluña;Gerona;41.9833;2.8167;7;4;4.75;8.475694444;21.24166667
1284de4ae8aa26997e748c851557cf0e;Andalucía;Almeria;36.8403;-2.4681;1;3;3.333333333;20.27430556;25.51319444
128639473a139ac0f3e5f5ade55873a5;Galicia;Lugo;43.0167;-7.55;12;530;4.049335863;13.02638889;25.540625
128f9bfbe4c7d5185033914b1de3d39a;Andalucía;Cádiz;36.535;-6.2975;1;14;4.6;9.954166667;24.44027778
12a8eb0f8d1cd3270695bf2a99f55966;Comunidad de Madrid;Madrid;40.4167;-3.7167;8;2;3.5;20.97673611;30.10069444
