seller_id,seller_autonomous_community,seller_city,lat_seller,long_sell,id_ac,count_sold,revenues,review_avg
042573af89b6d931f672efaf789d8358,Andalucía,Sevilla,37.39,-5.99,1,3,413.48,2.333333
04308b1ee57b6625f47df1d56f00eedf,Castilla y León,Ávila,40.65,-4.6833,5,94,60130.6,4.159574
0432ead42b6c8a0bdf68154add917fdf,Andalucía,Málaga,36.7194,-4.42,1,83,7792.1,4.123596
044668ccd5316b12a7cf0d54a156e3e9,Andalucía,Jaén,37.7667,-3.7711,1,3,137.8,3
04843805947f0fc584fc1969b6e50fe7,Comunidad Valenciana,Castellón,42.1611,-1.7603,10,1,1400,5
048c2757535328e0d7dac690ad3c0aae,Andalucía,Málaga,36.7194,-4.42,1,51,9264.78,4.06
04aa0a1c5ce6b222003403a3e11c3cc0,Andalucía,Jaén,37.7667,-3.7711,1,11,5518,4.090909
04aba03279157f6d4e0fe8ccaf21963c,Cataluña,Lleida,41.6167,0.6222,7,16,2575.9,4
04e38a233f726ef161074ab1c9b0399a,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,23,1352.2,3.652174
04ee0ec01589969663ba5967c0e0bdc0,Comunidad Valenciana,Valencia,39.47,-0.3764,10,1,289.49,3
04fdea0c111866e6cf812f1570d6b5bd,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,10,1055,4.3
0509040ea3fe50071181bbc359eb7738,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,89,3737.95,4.255556
052577151711aec5c744fe12e66db3e1,Castilla y León,Burgos,42.35,-3.6822,5,4,2748,4.5
054694fa03fe82cec4b7551487331d74,Andalucía,Sevilla,37.39,-5.99,1,21,9983.1,4.238095
056b4ada5bbc2c50cc7842547dda6b51,Cataluña,Tarragona,41.1187,1.2453,7,65,12333.39,4.111111
0570350b23eda5444f8d1d9544932058,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,6,626.9,4.5
05730013efda596306417c3b09302475,Castilla y León,Burgos,42.35,-3.6822,5,4,952,3.5
058cb5aeb36d7c0fcae20fc85d5e0a59,Cataluña,Barcelona,41.3825,2.1769,7,12,1328,4.583333
058fd0aa2bfdb2274e05e1ae971dabb6,Andalucía,Córdoba,37.8845,-4.7796,1,60,7667.9,4.096774
05a48cc8859962767935ab9087417fbb,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,1,42.9,5
05a940b4ecae36cadfd8e93bd9c43257,Aragón,Zaragoza,41.6483,-0.883,2,10,952,3.1
05aebce0b5c8f0d41b29b686f2d05fd3,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,2,74.99,5
05ca864204d09595ae591b93ea9cf93d,Andalucía,Córdoba,37.8845,-4.7796,1,1,179.9,1
05d2173d43ea568aa0540eba70d2ca76,Comunidad de Madrid,Parla,40.2372,-3.7742,8,62,5759.66,4.096774
05e107217c7266362fd44b75b2cd4cc4,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,5,193.38,4.6
05f51e13da97139648b8125c31e5f51b,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,60,13769.01,4.033333
05feb94f19d094d4b0f9281f0b1d4c99,Andalucía,Jaén,37.7667,-3.7711,1,6,9353,3.833333
05ff92fedb5be47920fea08e501238b9,Comunidad Valenciana,Castellón,42.1611,-1.7603,10,59,21992.78,4.098361
062c325cd6a2b87845fab56b4ec2eeae,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,2,133.22,5
062ce95fa2ad4dfaedfc79260130565f,Comunidad Valenciana,Valencia,39.47,-0.3764,10,55,7521,3.824561
06532f10282704ef4c69168b914b77be,Galicia,Lugo,43.0167,-7.55,12,8,10220.5,3.777778
06579cb253ecd5a3a12a9e6eb6bf8f47,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,61,4727.2,3.968254
066a6914e1ebf3ea95a216c73a986b91,Galicia,Lugo,43.0167,-7.55,12,66,9410.38,4.046154
0691148aee60ca47977c187804f935ae,Galicia,Ourense,42.3364,-7.8633,12,47,5868.51,4.204082
0692610d8abe24f287e9fae90ea0bbee,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,4,173.99,5
06a2c3af7b3aee5d69171b0e14f0ee87,Comunidad Foral de Navarra,Pamplona,42.8167,-1.65,9,391,36408.95,4.015306
06bb3a2fe5e7b7a845b13e8fb91bd944,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,17,1536.19,3.388889
06df0c10d34e459d9672bc77388742eb,Galicia,Lugo,43.0167,-7.55,12,26,9070,4
06e5eefc71ec47ae763c5c6f8db7064f,Comunidad Valenciana,Valencia,39.47,-0.3764,10,92,22188.56,3.967391
07017df32dc5f2f1d2801e579548d620,La Rioja,Logroño,42.465,-2.4456,14,8,946.49,4.75
070d165398b553f3b4b851c216b8a358,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,31,3393.16,3.090909
0725b8c0f3f906e58f70cbe76b7c748c,Andalucía,Cádiz,36.535,-6.2975,1,17,2190.3,4.333333
0743a0239d764b9a0f959a57d07e36ab,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,4,336.96,4.25
0747d5bb69f0586cc869d8af4c50f93e,Cataluña,Gerona,41.9833,2.8167,7,14,346.6,4.4
0761743cbffb25d7148189e9f1a5f03a,Andalucía,Granada,37.1781,-3.6008,1,3,241.2,5
077c5fae4bea9500e3737b16f71b9d3a,Andalucía,Sevilla,37.39,-5.99,1,4,106.8,3.25
0791d9fc1e30678ecf03d3e55fa108d3,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,5,842,4.714286
079d295dcbf06ee8bb1b65ba964eb2b6,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,5,349.3,4.8
07a9bc7f61396b658ddf3ac534efe44c,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,1,119.9,5
07bf9669d84d1f11be443a9dd938f698,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,18,1776,4.5
07d75e33f2750d97d467fb57e4dfdd8a,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,2,722.4,4
07de60b03d150fb3ea09eab5da5e4c8b,Andalucía,Granada,37.1781,-3.6008,1,8,719.1,4.75
07e8e8fc5222bb358e6f259da3197074,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,2,51.8,4
080102cd0a76b09e0dcf55fcacc60e05,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,122,5716.78,3.896825
080199a181c46c657dc5aa235411be3b,Andalucía,Jaén,37.7667,-3.7711,1,79,14504.2,4.329114
08061dc0fc165ed41288cc7acde738ee,Andalucía,Jaén,37.7667,-3.7711,1,4,123.8,5
08084d990eb3f53af056ccbc1730c8a7,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,11,372.5,4.4
081acf3de680d554796c9cf041be7bc2,Comunidad de Madrid,Leganés,40.3281,-3.7644,8,3,1597.3,4.2
082e0bf4cb865a6533b1e8e498cc0255,Andalucía,Cádiz,36.535,-6.2975,1,11,2073.3,4.166667
085f6f7e049c996695fb2074fe38d45e,Andalucía,Sevilla,37.39,-5.99,1,6,305.4,4
08633c14ef2db992c11f840f04fad4cd,Andalucía,Jaén,37.7667,-3.7711,1,71,7644.3,3.959459
0873d9f8f36123f8d910f4760e788cfb,Andalucía,Córdoba,37.8845,-4.7796,1,5,7265.59,3
0885aaf116795758dfeb5f1032487bcd,Andalucía,Córdoba,37.8845,-4.7796,1,26,2648,4.34375
0887a9f087bcd5d9f6642b52f897fc6c,Andalucía,Jaén,37.7667,-3.7711,1,12,1642,4.75
08ad4ac1388e4420ca531c3edfc46198,Andalucía,Jaén,37.7667,-3.7711,1,6,221.62,3.2
08cdbae123ff67ca4e36d9d641ce0119,Comunidad de Madrid,Alcobendas,40.5333,-3.6333,8,4,3098.99,4.25
08d0949a9a17c027262db1f3c450c26c,Galicia,Pontevedra,42.4333,-8.6333,12,11,324.8,4.166667
08d1c9478fb0d7d7fcac9c0da4e82fc7,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,1,538,4
08d2d642cf72b622b14dde1d2f5eb2f5,Andalucía,Almeria,36.8403,-2.4681,1,17,914,3.8125
08f5819815f3d06545011850bd70f0a8,Andalucía,Almeria,36.8403,-2.4681,1,3,452,4.333333
091065b789659bc3cd9af9cb3a6253ff,Comunidad Valenciana,Castellón,42.1611,-1.7603,10,2,1359,2.5
0936e1837d0c79253456bbb2ffaaef10,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,1,38.9,5
093805f8f2aeb63881444571e1f48f30,Andalucía,Jaén,37.7667,-3.7711,1,22,1215.79,4.407407
094ced053e257ae8cae57205592d6712,Andalucía,Granada,37.1781,-3.6008,1,19,1519.2,4.111111
0951a6e282947e09cd47969f4ed0b47f,Andalucía,Granada,37.1781,-3.6008,1,7,492.3,4.428571
09883d9ab71c8fe8a9bfc7fc3075b07e,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,5,329.5,3.8
099095b050cfe8eb1ddff5317587e96e,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,17,5193.83,4.235294
09bad886111255c5b5030314fc7f1a4a,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,5,487.5,4.2
09f952a5f58d2285b0372551ae8f9b01,Andalucía,Granada,37.1781,-3.6008,1,46,11821.5,4.163636
0a198e95d32b1be2da9424c962a6ebfa,Comunidad de Madrid,Fuenlabrada,40.2833,-3.8,8,1,69.99,5
0a82f5fb06a4fe4ac2cf7cb412ec71b8,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,2,462,4.5
0a85ebe4e328db81ac9109781205e2f7,Andalucía,Cádiz,36.535,-6.2975,1,12,667.9,4
0aa124728afc1131dff5655f4c6f487b,Comunidad de Madrid,Parla,40.2372,-3.7742,8,2,850.92,5
0aa2205ca24f113f4658a5c536667426,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,4,815.62,4
0ac4201fda2c68ebc0e47cb9423cf3c9,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,13,1676.88,4.714286
0ad80de75c811326389cfb1daba7d45e,Cataluña,Barcelona,41.3825,2.1769,7,6,1449.4,3.8
0adac9fbd9a2b63cccaac4f8756c1ca8,Andalucía,Granada,37.1781,-3.6008,1,109,15960.95,4.081818
0ade5cc4a305ed7093a23f68ca47519c,Galicia,Coruña,43.3713,-8.4188,12,2,158.88,4
0aea4c6ae1505b3228ddf3dd7822ee5b,Andalucía,Sevilla,37.39,-5.99,1,8,1427.91,4.375
0af2ab31141893d26aca5a404a537dab,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,1,59,4
0af977692321d895349eded183341d28,Andalucía,Almeria,36.8403,-2.4681,1,2,257.75,4
0afccdb8a34ee5c79f7c06faf2b4d56e,Comunidad de Madrid,Alcalá de Henares,40.4818,-3.3643,8,25,1225.5,3.625
0b0ddbc7b9d9584f442c7ac92b0ff6c9,Andalucía,Cádiz,36.535,-6.2975,1,3,1416.76,3.333333
0b18d63d0cd1d723567903fd34a07df2,Andalucía,Almeria,36.8403,-2.4681,1,9,1678.14,3.555556
0b1ca3ef18a63d7eb0c8897fa0849c08,Andalucía,Huelva,37.25,-6.95,1,1,55,5
0b35c634521043bf4b47e21547b99ab5,Galicia,Coruña,43.3713,-8.4188,12,50,13533.65,4.08
0b36063d5818f81ccb94b54adfaebbf5,Castilla y León,Valladolid,41.6528,-4.7236,5,1,765,1
0b3f27369a4d8df98f7eb91077e438ac,Andalucía,Córdoba,37.8845,-4.7796,1,2,146.51,4
0b46f784306be7200ca1700aa55d819f,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,1,19.9,5
0b64bcdb0784abc139af04077d49a20e,Comunidad Valenciana,Castellón,42.1611,-1.7603,10,4,137.6,4.75
0b90b6df587eb83608a64ea8b390cf07,Galicia,Lugo,43.0167,-7.55,12,161,28592.32,3.892857
0bae85eb84b9fb3bd773911e89288d54,Andalucía,Cádiz,36.535,-6.2975,1,135,7482.21,3.964789
0bb27263628258b8111a0262769fa9db,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,1,22.2,2
0bb738e4d789e63e2267697c42d35a2d,Andalucía,Huelva,37.25,-6.95,1,30,2388.3,4.066667
0be8ff43f22e456b4e0371b2245e4d01,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,160,11805.5,4.017964
0bebbb2cea103a4a020c95d43fd7d754,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,9,1367.2,4.444444
0bf0150d5b9d60d9cd2906003332f085,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,39,5774.6,3.868421
0bfd0b434243adc5c2e1aa6baf19c6aa,Cataluña,Barcelona,41.3825,2.1769,7,6,371.2,4.428571
0c7533c71df861ec58ad7ff999ed0e8d,Andalucía,Granada,37.1781,-3.6008,1,59,2989.3,4.09375
0c7f30ae9b147eca07affbef92832a6a,Galicia,Coruña,43.3713,-8.4188,12,5,479.5,3.4
0c8380b62e38e8a1e6adbeba7eb9688c,Comunidad de Madrid,Alcorcón,40.35,-3.8333,8,178,17348.79,4.117021
0cab2da43793a6f3c5ed8514c5f54627,Galicia,Coruña,43.3713,-8.4188,12,3,309.7,3.666667
0cbcee27c791afa0cdcb08587a2013a8,Comunidad de Madrid,Alcorcón,40.35,-3.8333,8,39,5324.15,4.125
0d33a55da925bbf1ff02af5f6059fc7f,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,21,547.3,3.842105
0d4c8269e7f0401201794deef160edd6,Andalucía,Granada,37.1781,-3.6008,1,3,792.64,3.5
0d83f8e03188682112cc0d93523705cc,Comunidad Valenciana,Valencia,39.47,-0.3764,10,4,696.26,3.75
0d85bbda9889ce1f7e63778d24f346eb,Comunidad de Madrid,Alcalá de Henares,40.4818,-3.3643,8,51,4845.2,4.352941
0daf5180aa44356f60f8effa533b55a2,Aragón,Zaragoza,41.6483,-0.883,2,2,144.8,5
0db783cfcd3b73998abc6e10e59a102f,Andalucía,Almeria,36.8403,-2.4681,1,130,9077.4,4
0dd184061fb0eaa7ca37932c68ab91c5,Andalucía,Cádiz,36.535,-6.2975,1,159,18446.92,4.060606
0ddefe3c7a032b91f4e25b9c3a08fca1,Andalucía,Granada,37.1781,-3.6008,1,9,402.9,4.666667
0df3984f9dfb3d49ac6366acbd3bbb85,Comunidad de Madrid,Alcorcón,40.35,-3.8333,8,86,10021.49,3.829545
0dfbed20065e425d2eaefb101f9816c0,Andalucía,Jaén,37.7667,-3.7711,1,3,84.35,3.333333
0e44d110fa6a54e121cb2c095a77762f,Andalucía,Granada,37.1781,-3.6008,1,6,223.32,4.5
0e72c1a751b496722a6cb1f10653b62a,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,3,140.8,3.666667
0e982cff76cc0579f632cea8a0e38c9d,Castilla y León,Palencia,42.0167,-4.5333,5,6,1307.34,4.285714
0ea22c1cfbdc755f86b9b54b39c16043,Comunidad de Madrid,Fuenlabrada,40.2833,-3.8,8,228,10711.7,4
0eaa7e33d73809f1f925f7d07c506cbd,Andalucía,Córdoba,37.8845,-4.7796,1,15,1552,3.928571
0ebd97a106433a45a4aebe57c1799778,Comunidad de Madrid,Fuenlabrada,40.2833,-3.8,8,30,3046.8,4.242424
0ec28cec4046a4a199b6de9b4c891d97,Aragón,Zaragoza,41.6483,-0.883,2,3,296.6,4.333333
0ed6ce5d87fd9c69eaacaeb778d67235,Andalucía,Jaén,37.7667,-3.7711,1,43,2141.42,4.04878
0ee4fb99ac55ffbbc98795aa01b7f8fa,Andalucía,Málaga,36.7194,-4.42,1,1,59.9,5
0ef83d7d83ed97cd2a0049ac8be5f88a,Galicia,Coruña,43.3713,-8.4188,12,47,4421.01,4.085106
0f0c984a4a955310903b6b6008660bad,Andalucía,Málaga,36.7194,-4.42,1,4,369.81,4.5
0f519b0d2e5eb2227c93dd25038bfc01,Andalucía,Granada,37.1781,-3.6008,1,1,79.9,5
0f7eea709efdf942b5f95c7516dbacd7,Andalucía,Granada,37.1781,-3.6008,1,3,195.74,5
0f80a40c312b2472dca482cf50f5186f,Andalucía,Almeria,36.8403,-2.4681,1,1,129.9,5
0f94588695d71662beec8d883ffacf09,Castilla y León,Valladolid,41.6528,-4.7236,5,1,9,4
0fe2d9733ed841eb064503920015a8c0,Andalucía,Almeria,36.8403,-2.4681,1,3,389.64,2.333333
0ff83046c3fa22efee8ecf291888b191,Comunidad Valenciana,Alicante,38.3453,-0.4831,10,10,768.9,4.7
0ffa40d54288e4f3499b8780dd0f144f,Andalucía,Sevilla,37.39,-5.99,1,33,2162.8,4.264706
10076e5788b8ee532724bcd460baf762,Andalucía,Málaga,36.7194,-4.42,1,22,821.48,4.5
10089e9f2fd0c668a8fd4e52e1698888,Andalucía,Huelva,37.25,-6.95,1,3,1139.9,3.333333
101921376b577a4540dc30e9009133ca,Andalucía,Córdoba,37.8845,-4.7796,1,1,373,3
101a3a003516bc11253298b2fad3cb65,Andalucía,Córdoba,37.8845,-4.7796,1,5,450,3.6
1025f0e2d44d7041d6cf58b6550e0bfa,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,903,138968.6,4.113856
10264f60a8f0a4d2f30810f5c661c673,Andalucía,Málaga,36.7194,-4.42,1,4,284.6,3
1099a00e0ee3a50935e6c2447ca090c5,Cataluña,Barcelona,41.3825,2.1769,7,3,849.7,5
10cdd491d1dbea8fb4ead97b19c334ce,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,3,208.9,3.333333
10ff823eda2b032e2c93d17a7d294736,Andalucía,Jaén,37.7667,-3.7711,1,9,1294.97,4.111111
112453736dbe3889cfb74e1aaa0ba0c1,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,7,1890,4.142857
1127b7f2594683f2510f1c2c834a486b,Andalucía,Málaga,36.7194,-4.42,1,113,6851.33,4.025862
11305281b50fff20ae8bb473f8e11876,Comunidad de Madrid,Alcobendas,40.5333,-3.6333,8,36,6573.69,3.764706
113e3a788b935f48aad63e1c41dac1bd,Andalucía,Huelva,37.25,-6.95,1,39,847.35,3.972222
116ccb1a1604bc88e4d234a8c23f33de,Andalucía,Granada,37.1781,-3.6008,1,60,2004.89,3.934426
11742f81550ac064cc9a40f67151d9ad,Andalucía,Huelva,37.25,-6.95,1,2,781.9,5
117cfc326c6d50da67ca858ff5c0c852,Cataluña,Gerona,41.9833,2.8167,7,5,454.6,4.8
11938fcc75f6902fea1d0a6f72b54a57,Castilla y León,Segovia,40.9481,-4.1184,5,2,594.98,5
119c7f1a00ef43fad0e57604e76a747c,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,2,189.8,4.5
119d1aef1b4144adba89163f6cd9f5d4,Andalucía,Sevilla,37.39,-5.99,1,4,1094,5
11bfa66332777660bd0640ee84d47006,Andalucía,Granada,37.1781,-3.6008,1,76,3925.87,4.168831
11d4c477d09821164bca4f70a2eae031,Andalucía,Granada,37.1781,-3.6008,1,3,83.04,5
11eac105f3f90a9b87b19c89d91e24f3,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,5,802.89,4.8
11fb6f6d341adbe19e81733701704635,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,3,1197,3.666667
120476eb7a04c149d14772edaf5d9bf2,Cataluña,Gerona,41.9833,2.8167,7,4,2368.8,4.75
1284de4ae8aa26997e748c851557cf0e,Andalucía,Almeria,36.8403,-2.4681,1,3,1459.97,3.333333
128639473a139ac0f3e5f5ade55873a5,Galicia,Lugo,43.0167,-7.55,12,530,11908.85,4.049336
128f9bfbe4c7d5185033914b1de3d39a,Andalucía,Cádiz,36.535,-6.2975,1,14,1277.29,4.6
12a8eb0f8d1cd3270695bf2a99f55966,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,2,397,3.5
12b9676b00f60f3b700e83af21824c0e,Comunidad Valenciana,Castellón,42.1611,-1.7603,10,135,26774,4.231343
12c2ed9cded6138cf0c75f525f565fc7,Andalucía,Cádiz,36.535,-6.2975,1,3,314.96,4.333333
13074f016982ff2bd6c58ced8682f000,Comunidad Valenciana,Valencia,39.47,-0.3764,10,14,2116,3.5
131fcb0a0c9a47bba4474aacff0f14b7,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,4,369.8,5
1336efc61c316ddf92c899eb817f7cae,Andalucía,Málaga,36.7194,-4.42,1,68,4837.31,3.857143
134285d1f41da5c13a756ee8142c8a4e,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,3,1572.7,4.333333
134a288e7de827ec5ec62e3ec9c3a295,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,9,877.45,3.666667
134b867a0f7f8bbe6abf10f91874891e,Andalucía,Granada,37.1781,-3.6008,1,1,789.89,1
13511db12ac61e2f89c53b72a944a60b,Comunidad Valenciana,Alicante,38.3453,-0.4831,10,6,798,3.5
1352e06ae67b410cdae0b2a22361167b,Cataluña,Barcelona,41.3825,2.1769,7,4,696,4.333333
1354d51653f645349064725ed204e85e,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,18,2410,4.444444
138dbe45fc62f1e244378131a6801526,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,45,1125.56,4.02
139157dd4daa45c25b0807ffff348363,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,1,29.9,1
13c2ed7698b3ca92dad49e849219da59,Galicia,Coruña,43.3713,-8.4188,12,8,498.61,4.75
13d058e4eeac2ce8217660b2f8a05812,Andalucía,Jaén,37.7667,-3.7711,1,23,3829.77,3.782609
13d95f0f6f73943d4ceffad0fc2cd32c,Aragón,Zaragoza,41.6483,-0.883,2,1,249.99,5
13dd308f81fea30cc670c656b2b46cc3,Andalucía,Granada,37.1781,-3.6008,1,3,117.7,3
13e85aac53340018b40c2af68001b7e0,Andalucía,Sevilla,37.39,-5.99,1,1,17.8,5
13f57c12a00ed4610db646b913a7f5c6,Andalucía,Almeria,36.8403,-2.4681,1,7,645.2,3.875
13fa2a6c6b9d0f43cb588d7c82117a12,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,9,4528,3.777778
141440cad9341e553f8401c574a2aa38,Galicia,Lugo,43.0167,-7.55,12,11,1288.2,4.181818
1430239a858e7682bbc43b20758af153,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,18,660.79,3.714286
1444c08e64d55fb3c25f0f09c07ffcf2,País Vasco,San Sebastián,40.5469,-3.6258,15,1,2749,5
1464afc72f696af775557a821c2e253f,Cataluña,Lleida,41.6167,0.6222,7,29,1059.36,4.62069
14a08204d03bb6b6bde8029f801ae0eb,Comunidad de Madrid,Madrid,40.4167,-3.7167,8,28,2185.4,4.384615
14d7985702e72162bbf13b6beb74ab2b,Andalucía,Córdoba,37.8845,-4.7796,1,36,3887,3.864865
