seller_id;seller_city;review_medie;order_count;product_count;fatturato;best_seller_category;fatturato medio per prodotto;media_deltatime
b56906f7fd1696e043f1bcce164c487b;Jaén;3.951219512;40;43;2148.49;beauty & personal care;49.96488372;12.775
d650b663c3b5f6fb392b6326366efa9a;Málaga;4.236363636;55;59;19242.9;jewelry;326.1508475;9.709090909
669ae81880e08f269a64487cfb287169;Salamanca;4.006369427;157;188;13248.87;sport outdoors;70.47271277;12.17834395
c2d70ce2c5d0a2eb75e78668236e6dc8;Madrid;4.307692308;13;15;2470.9;home accessories;164.7266667;8.307692308
674207551483fec113276b67b0d871ff;Sevilla;1;1;1;119.9;home accessories;119.9;2
abe42c5d03695b4257b5c6cbf4e6784e;Barcelona;4.382978723;48;50;17159;beauty & personal care;343.18;14.1875
1996942dc085d7773ba77a529b163cd0;Cádiz;3.375;8;9;2943.51;jewelry;327.0566667;10.875
79b93a308a97792cf53ac75f46da00b5;Barcelona;4;1;1;99.9;luggage;99.9;22
7cf4ea70955b00d6b3c22542598e2715;Madrid;5;1;1;189.9;home lighting;189.9;7
63ffcb71394dd8ea3872ed9ffda17c74;Barcelona;3.705882353;17;17;399;0;23.47058824;13.17647059
83353a83fd769dfafa4f21a72b15e3e5;Madrid;3.75;4;5;579.5;sport outdoors;115.9;22.25
cda598c48d7c614bc1cad7d8ff6f0010;Granada;3.625;16;17;1118.6;automotive;65.8;8.125
d4910f1cdcfdabd48d6b316e395d4a23;Córdoba;3.909090909;11;12;1146.88;pet supplies;95.57333333;6
709e16e2b25c7474d980076c6bfc4806;Málaga;4.271186441;58;79;5151.9;beauty & personal care;65.21392405;10.37931034
9dc79dd988ac42f4d56c340d7048420a;Madrid;3.75;4;4;749.6;beauty & personal care;187.4;6.25
276677b5d08786d5dce7c2149dcce48b;Madrid;4.419354839;31;47;3522;home accessories;74.93617021;11.96774194
9c4d31c7e46ab03a43fc06e3142afd4e;Barcelona;4;2;2;1218.9;toys games;609.45;7
512d298ac2a96d1931b6bd30aa21f61d;Barcelona;4.5;10;11;7401.94;music instruments;672.9036364;9.7
422be4cc81a457fdb46f47edeb968ae5;Granada;5;1;1;239.9;furniture;239.9;18
99cd94252748d2bdde08e17858233602;Madrid;4.5;2;2;159.8;pet supplies;79.9;3
698624c6632eeba1774924dbea24c700;Madrid;5;1;1;19.9;0;19.9;7
8bb48dc19fccaa8613b6229bf7f452a2;Málaga;4.023529412;80;96;4190.72;tools home improvement;43.65333333;11.6125
ad87df7699e83b8a91822a4a0b765c3a;Granada;3.6;5;7;349.9;television & video;49.98571429;11
d6b664fa0667064c6d76394e7848d790;Granada;4.833333333;6;6;6080;lawn garden;1013.333333;17.5
98f52e1020fe788c10c0418de4393fec;Lleida;4;1;1;21.6;sport outdoors;21.6;9
62760d278921b5f352461620d68a9cee;Huelva;5;3;3;397;furniture;132.3333333;19.66666667
eb72802c83dc7547529c9546d1a9b8ef;Córdoba;4;8;8;1063.92;beauty & personal care;132.99;6.125
3f9be91358837bff69df67edfa3e42e8;Ourense;4;5;6;569.7;pet supplies;94.95;10.6
1d4587203296c8f4ad134dc286fa6db0;Madrid;3.625;39;42;2323.3;automotive;55.31666667;9.307692308
791cfcfe22fe4a771ece27f90017da92;Granada;5;1;2;596.26;computer accessories;298.13;28
392f7f2c797e4dc077e4311bde2ab8ce;Barcelona;5;2;2;52;automotive;26;5
0c8380b62e38e8a1e6adbeba7eb9688c;Alcorcón;4.141304348;172;214;17348.79;kitchen & dining;81.06911215;13.21511628
37be5a7c751166fbc5f8ccba4119e043;Madrid;4.057034221;265;281;55350.55;kitchen & dining;196.9770463;10.6490566
87d73636a3acf123e842bb890a4db036;Jaén;5;1;1;269.9;bedroom decor;269.9;13
3d3ccf2b2f8134b10dce9dd446f0e075;Granada;2.333333333;3;3;608.6;kitchen & dining;202.8666667;16.66666667
e24d3429d294b2eb200b064ebb035879;Madrid;3.882352941;18;22;1878.58;beauty & personal care;85.39;7.611111111
44073f8b7e41514de3b7815dd0237f4f;Murcia;4.057142857;140;154;18729.64;beauty & personal care;121.621039;12.92857143
05ca864204d09595ae591b93ea9cf93d;Córdoba;1;1;1;179.9;videogame console;179.9;5
9d39404483343dd55c7ae254494d8388;Madrid;4.444444444;9;10;293.2;cell phones;29.32;14.22222222
f9eda05b67bef472deaddbba84aca289;Valladolid;#N/D;#N/D;1;185;jewelry;185;#N/D
75745ef7bc7d4f3ea3380f6f5303f514;Murcia;4.666666667;3;3;228.4;toys games;76.13333333;5.666666667
0692610d8abe24f287e9fae90ea0bbee;Madrid;5;4;4;173.99;computer accessories;43.4975;6.5
7b07b3c7487f0ea825fc6df75abd658b;Madrid;4.269662921;86;99;9731.85;sport outdoors;98.30151515;9.662790698
99002261c568a84cce14d43fcffb43ea;Gijón;3.972222222;35;37;4088;kids;110.4864865;16.82857143
e5899683388855d3dabe8913bbe365de;Cádiz;3.333333333;3;3;452.88;furniture;150.96;7.666666667
784ba75dd9d20200c4caed3d7a77141a;Madrid;4.294117647;17;24;8295.13;book;345.6304167;12.05882353
099095b050cfe8eb1ddff5317587e96e;Madrid;4.3125;16;20;5193.83;home accessories;259.6915;11.1875
0ad80de75c811326389cfb1daba7d45e;Barcelona;3.8;6;6;1449.4;toys games;241.5666667;9
b9a03475e6447e631b6799ec8274800f;Lugo;4.7;10;11;1349.1;seasonal decor;122.6454545;10.8
ba6b4a237f92479743cf0ca06b67a9ac;Barcelona;4.75;8;8;801.89;computer accessories;100.23625;12.375
ea00f977a203ff88adf7057cb7806998;Almería;4.666666667;18;19;389.72;automotive;20.51157895;5.333333333
82e0a475a88cc9595229d8029273f045;Madrid;4.363636364;41;81;10930.02;furniture;134.9385185;16.02439024
ad75519a07f039025e83795a4418470f;Huesca;2.666666667;3;9;302.1;coffee machines;33.56666667;9.333333333
34aefe746cd81b7f3b23253ea28bef39;Coruña;#N/D;#N/D;1;8;food;8;#N/D
ed4acab38528488b65a9a9c603ff024a;Madrid;4.258064516;30;40;12759.45;computer accessories;318.98625;9.933333333
f0837c8d71434931d9e38e7b79234797;Alicante;4.090909091;22;23;3446.9;home accessories;149.8652174;11.72727273
fce62094ffe6a4009188ec44e681dfdd;Madrid;4.25;4;11;2969.7;furniture;269.9727273;13.5
ebef8d8c92b4fd3226e5d407bbff21ac;Granada;3.666666667;3;3;253.7;sport outdoors;84.56666667;40.33333333
d73cbd89533ce8b041a9190241453ac8;Getafe;5;3;4;368.6;fashion & shoes;92.15;12
75a4764c108403a7a0575140cb22287c;Alicante;4.2;5;9;716.9;home accessories;79.65555556;11.4
70c0fda4c313d87115644d39e62eec60;Las Palmas de Gran Canaria;4;1;1;25.99;home accessories;25.99;10
ffcfefa19b08742c5d315f2791395ee5;Coruña;#N/D;#N/D;1;69.9;book;69.9;#N/D
26e13b6ff5b641b329e5524241ee2c93;Málaga;2;3;3;119.7;fashion & shoes;39.9;7
0ade5cc4a305ed7093a23f68ca47519c;Coruña;4;2;2;158.88;automotive;79.44;6.5
fc59392d66ef99377e50356ee4f3b4e1;Bilbao;3.8;5;5;519.99;computer accessories;103.998;7.6
b18dc380845b24038cfc48006478f099;Córdoba;4.404761905;43;54;8353.3;beauty & personal care;154.6907407;12.76744186
f22a247b79dd22ecd91dc8e3b2a1b07c;Córdoba;3.25;8;8;439.94;beauty & personal care;54.9925;17.75
889009a0ed0bb52c87819941192931b8;Almería;4;1;1;89.9;beauty & personal care;89.9;12
ffc470761de7d0232558ba5e786e57b7;Cádiz;4.285714286;27;31;1649.01;home accessories;53.19387097;9.62962963
4c498c7345e89aebad651544829beca0;Sevilla;4.155555556;44;47;4819.76;beauty & personal care;102.5480851;11.02272727
01bcc9d254a0143f0ce9791b960b2a47;Huesca;4.4;10;11;1521.21;beauty & personal care;138.2918182;12.7
f021c962aaba8ef6eb527a9c2c8394d1;Palencia;4;5;5;4398.5;music instruments;879.7;8.2
024b564ae893ce8e9bfa02c10a401ece;Madrid;4;2;8;706.4;fire safety;88.3;15.5
a513150f33f99a06569e9cd5c4bb889b;Madrid;3;2;2;677;hardware;338.5;9.5
c1dde11f12d05c478f5de2d7319ad3b2;Madrid;5;1;1;12.5;computer accessories;12.5;3
02f5837340d7eb4f653d676c7256523a;Coruña;4.379310345;29;30;3883.05;luggage;129.435;9.75862069
7b98de631987e26dd6d803490c43a13c;Pontevedra;3.625;8;8;634.2;hardware;79.275;10.375
f12ff17ad8bbf01ec5c33b17e506649b;Madrid;4.16;27;29;6241;automotive;215.2068966;13.03703704
a64e44665225d19dfc0277eeeaaccc57;Madrid;4.714285714;6;7;335;beauty & personal care;47.85714286;7.833333333
6a8a889bde935bafa76d7848782dfaf9;Madrid;3.555555556;26;31;860.82;home lighting;27.7683871;7.769230769
42b6488f5b8246d9141712abd4b1b693;Lugo;5;2;2;247.99;beauty & personal care;123.995;8
d6cd01c59123df02fc226eadbadb5f89;Madrid;5;1;3;244.9;computer accessories;81.63333333;19
c8e135e7b21ecbc36c1153a29d2f5a06;Madrid;3.428571429;7;7;1165.5;beauty & personal care;166.5;8.285714286
229c3efbfb0ea2058de4ccdfbc3d784a;Madrid;4.181818182;117;148;15744;computer accessories;106.3783784;10.74358974
f9a02f1922d1de564392e656d82b3fda;Córdoba;#N/D;#N/D;1;125.9;lawn garden;125.9;#N/D
9523fb39dd240aa958e040f8183d64f3;Madrid;5;1;1;146.99;home emergency kits;146.99;22
95ec4458365c4d11f452ccf538377619;Sevilla;4.111111111;26;29;1866.76;furniture;64.37103448;6.423076923
6ec1a01e866584bb679eb9b098345919;Almería;4.2;30;33;4248.91;beauty & personal care;128.7548485;13.63333333
f6122bc84774df1b372bdb3bb88ddb9f;Córdoba;4;3;3;4799.87;computer accessories;1599.956667;15.33333333
fa40cc5b934574b62717c68f3d678b6d;Madrid;4.069620253;288;341;16055.87;toys games;47.08466276;11.26736111
623ad9d0c1e14bb5464a8c72bff7b4af;Getafe;5;1;1;95;0;95;24
c0098efcf800861dcae589affca31408;Granada;3.888888889;9;9;1189.28;automotive;132.1422222;11.33333333
a63bfbaa882c8f4542891b4e2246cc7f;Gerona;4.833333333;6;7;6772;beauty & personal care;967.4285714;11.66666667
48b6c3f4c6a93171da04b75313f2130f;Sevilla;2.5;2;2;290.26;home security systems;145.13;24
270d3ef21830ad0ecf3a6c53d08a533a;Sevilla;3;4;18;509;cleaning supplies;28.27777778;11.5
89c127985a8b130cfa45c1d36764017a;Jaén;5;6;7;1419.57;camera & photo;202.7957143;10.83333333
8b2492b7ff4468839593fafeed55bad9;Tarragona;4.344827586;29;45;3660.08;beauty & personal care;81.33511111;12.37931034
1e9d5a33694bddb76316fd1f54734d20;Gijón;5;2;2;318;bedroom decor;159;12
5e49e3a44bdeb5aab2684258bbd4f525;Valladolid;3;3;3;507;sport outdoors;169;16.66666667
8e34331b7eedd03be4e5d965c1956225;Madrid;3.8;5;5;145;book;29;13.8
aaed1309374718fdd995ee4c58c9dfcd;Soria;4.317307692;102;111;9376.95;sport outdoors;84.47702703;12.32352941
11d4c477d09821164bca4f70a2eae031;Granada;5;3;4;83.04;tools home improvement;20.76;7
ff314fa6033cc68ec451c47aee2d6ba4;Madrid;5;2;2;537.9;0;268.95;10.5
d1c7fa84e48cfa21a0e595167c1c500e;Valencia;4;11;11;1156.03;lawn garden;105.0936364;12.18181818
c7246702dc991a06d788120dc7544391;Palma de Mallorca - Mallorca;5;1;1;54.86;comics;54.86;21
e819bcfade7b5d88a27325eb6cfd62c5;Cádiz;4.4;4;7;202.9;furniture;28.98571429;11.25
6d2f2e3b539480db1e0842b3a4e32e6e;Cádiz;3.666666667;3;6;305.96;furniture;50.99333333;6.333333333
e88165a185134e13fdfc85d4fa654db8;Almería;5;2;2;108;sport outdoors;54;9
9e6229250fedbe05838fef417b74e7fb;Málaga;4.265625;64;71;13132.2;kids;184.9605634;12.046875
5abb8ea023c77787f2c15da891c8d384;Salamanca;4;13;13;2241;painting;172.3846154;19.61538462
1d953075c2f0dd990bacf27b83b330f1;Madrid;1;1;1;59;computer accessories;59;7
817245bcc3badd82bbd222e0366951a6;Huelva;4.037037037;28;45;5580.5;automotive;124.0111111;12.35714286
caa9bc43a9fe8cf9c564ddd8a03cc4a6;Huelva;3.75;13;14;803.87;toys games;57.41928571;9.538461538
615005a3ef192c00c6f0e977cee3d2bc;Sevilla;3.545454545;10;12;286.5;sport outdoors;23.875;13.7
1284de4ae8aa26997e748c851557cf0e;Almería;3.333333333;3;3;1459.97;jewelry;486.6566667;19.33333333
5fd924b4836098a5be0ecf81ba054ce0;Madrid;4;6;8;1148.8;lawn garden;143.6;7.166666667
7178f9f4dd81dcef02f62acdf8151e01;Ávila;4.005128205;199;216;37070.4;beauty & personal care;171.6222222;15.70854271
8132b9bd16876e1b0f8808d43825dd48;Valladolid;4;1;3;727.9;sport outdoors;242.6333333;17
3f995f07c49d0d55a99d5c54957f7d81;Córdoba;4.255813953;43;43;3955.7;automotive;91.99302326;9.534883721
a6bd7d1ccdac48c6b33b28596b7eb122;Logroño;4.076923077;14;16;14368.61;jewelry;898.038125;16.14285714
6650fcccd8cd2f7e55ffa524f30c4c59;Madrid;3.666666667;2;4;529.7;luggage;132.425;8
3db66a856d18a9cba7c9241fc5221c50;Móstoles;4.164835165;90;98;9478.3;sport outdoors;96.71734694;16.22222222
8b181ee5518df84f18f4e1a43fe07923;Granada;5;1;1;27.9;beauty & personal care;27.9;14
10ff823eda2b032e2c93d17a7d294736;Jaén;4;8;9;1294.97;home accessories;143.8855556;9.875
b4a476fbd28de64b1e347abf9089366a;Jaén;3.785714286;29;37;5724.04;television & video;154.7037838;12.79310345
39c763cca83e654764b7a4a650fb9b7c;Zaragoza;4.727272727;11;11;761;sport outdoors;69.18181818;13.54545455
dadc51ef321949ec9a3ab25cd902e23d;Madrid;#N/D;#N/D;1;85;home lighting;85;#N/D
83b08de96980757220871b31bf6cffca;Barcelona;4.2;5;7;1304.17;hardware;186.31;13.8
14a08204d03bb6b6bde8029f801ae0eb;Madrid;4.384615385;27;37;2185.4;television & video;59.06486486;9.037037037
bee36b4f9a2b9fdcaff6ec05df202ed0;Madrid;5;1;2;33.8;computer accessories;16.9;14
28872dc528e978a639754bc8c2ce5a4c;Alicante;5;1;1;1009.9;home accessories;1009.9;4
c85d7b477a709c85a1e8b8f25aa1b270;Granada;#N/D;#N/D;2;75;home accessories;37.5;#N/D
739c7d7be81f63812dea0d1b1451c651;Calahorra;3;2;2;77.5;home accessories;38.75;17
657969cca82e884d272385ec0ef06edd;Alicante;5;3;3;139.7;sport outdoors;46.56666667;8
455befea1bb853c75ccbca94cff26e5c;Barcelona;5;1;1;19.99;beauty & personal care;19.99;12
800214c63934acd05d47e84214db8ba8;Valladolid;4;3;4;259.6;luggage;64.9;11.66666667
5cf1ec37aea089f45110c70653a166ab;Madrid;4.5;2;3;50;0;16.66666667;21.5
0a82f5fb06a4fe4ac2cf7cb412ec71b8;Madrid;4.5;2;2;462;hardware;231;5
e45edf75f568ed2f93f78d060e246e25;Barcelona;4;6;7;164.3;home accessories;23.47142857;12.33333333
3d621842b2ed28e2b474132480edac3c;Madrid;4.142857143;7;10;928.91;automotive;92.891;10.57142857
baf15155e37ef5492731459bdc05be8a;Madrid;5;1;1;47;kitchen & dining;47;33
c0aff2da32c17759d30b22fb0af6649d;Valladolid;4.5;4;5;188.8;book;37.76;7.75
a17f621c590ea0fab3d5d883e1630ec6;Sevilla;4.225806452;60;80;2778.58;sport outdoors;34.73225;11.8
4deebb3199eeafb282ae33229144f94b;Madrid;4.5;4;5;779.7;home security systems;155.94;10.25
9d69ba0a7a626a64dc5db08e529559cf;Granada;5;1;1;19.3;pet food;19.3;14
f92d8c817434bd2d84d4e9c61322b7fa;Sevilla;4.2;5;5;174.84;sport outdoors;34.968;8.4
8ca5b19e0263150d2c57afdde2b3d011;Málaga;4.666666667;3;4;180.6;0;45.15;4.666666667
eec3469d83e142f9a104886655338c37;Huelva;3.666666667;4;4;185.7;furniture;46.425;9.75
55bb6fe5bebe5012e2d7d9928e1128ff;Huelva;4.266666667;15;16;1816.55;book;113.534375;15
d180e07dc1e58c31c3f0cd599dc4d945;Madrid;5;1;1;58.8;0;58.8;8
d6b1ce66b035a475f00c017792ff9769;Huelva;4.1;89;109;12277.4;tools home improvement;112.6366972;10.19101124
3aa3c89ae3cd482385568be76120f63c;Zaragoza;5;1;1;29.9;automotive;29.9;11
fe4cd9461203cee790d36792420b310f;Móstoles;3.666666667;3;3;391.15;cell phones;130.3833333;14.33333333
c3aad7dc65449ae90a5e9c3c6c1e78e0;Málaga;4.666666667;6;6;510;event & party supplies;85;7.333333333
f5fea3ffed6c2e889bab72705557c63a;Barcelona;#N/D;#N/D;3;1059.9;furniture;353.3;#N/D
ececbfcff9804a2d6b40f589df8eef2b;Málaga;4.262135922;96;104;6792.4;beauty & personal care;65.31153846;13.125
a254c682cc01e119f83530446f1df9a9;Huelva;4.333333333;6;7;569.4;pet supplies;81.34285714;15
830379336fad8c6f3b15a4a3ddb5c66e;Madrid;5;2;4;268;health household;67;6
7d13fca15225358621be4086e1eb0964;Granada;3.987387387;550;582;113628.97;jewelry;195.2387801;15.69818182
1b4c3a6f53068f0b6944d2d005c9fc89;Valladolid;3.881818182;109;118;14760.3;home accessories;125.0872881;14.63302752
b92e3c8f9738272ff7c59e111e108d7c;Alcobendas;4.14516129;60;71;8231.09;furniture;115.9308451;16.03333333
b8555308bfdb4ca1ed54325a58da9a97;Granada;4;25;28;3047.2;office products;108.8285714;10
71593c7413973a1e160057b80d4958f6;Madrid;2.5;2;5;299.5;furniture;59.9;9
1dc2de47ee26a0a5b12dc14fd6dc0dea;Granada;4.037037037;24;28;1670.3;kitchen & dining;59.65357143;14.25
6c6e3d67f969468f3bfd33f827a31222;Lugo;3.8;5;6;224;computer accessories;37.33333333;8.4
66d5ae34537110d3affc56174dad2b2f;Huelva;#N/D;#N/D;3;33.81;tools home improvement;11.27;#N/D
781a66c0d89e30814d49fe8b5e14cd07;Málaga;5;1;1;115;comics;115;33
a4bd6e9adf39b63f43dc545d3ca1f53d;Barcelona;3.25;4;5;1848.59;lawn garden;369.718;10.5
f88adb15807168d3c43d71021090ce4a;Jaén;5;3;3;488.8;event & party supplies;162.9333333;6.333333333
fa8d335d68129e464e60c1826a683e96;Castellón;5;1;1;139.9;automotive;139.9;22
f12d3c2a14729ae461b920c11fe20fdc;Córdoba;4.222222222;9;11;364.45;furniture;33.13181818;5.222222222
