,seller_id,review_medie,order_count,product_count,fatturato,best_seller_category,fatturato_medio_per_prodotto,media_deltatime,seller_autonomous_community_x,seller_city
90,1996942dc085d7773ba77a529b163cd0,3.375,8,9,2943.51,jewelry,327.0566667,10.875,Andalucía,Cádiz
91,79b93a308a97792cf53ac75f46da00b5,4,1,1,99.9,luggage,99.9,22,Cataluña,Barcelona
92,7cf4ea70955b00d6b3c22542598e2715,5,1,1,189.9,home lighting,189.9,7,Comunidad de Madrid,Madrid
93,63ffcb71394dd8ea3872ed9ffda17c74,3.705882353,17,17,399.0,0,23.47058824,13.17647059,Cataluña,Barcelona
94,83353a83fd769dfafa4f21a72b15e3e5,3.75,4,5,579.5,sport outdoors,115.9,22.25,Comunidad de Madrid,Madrid
95,cda598c48d7c614bc1cad7d8ff6f0010,3.625,16,17,1118.6,automotive,65.8,8.125,Andalucía,Granada
96,d4910f1cdcfdabd48d6b316e395d4a23,3.909090909,11,12,1146.88,pet supplies,95.57333333,6,Andalucía,Córdoba
97,709e16e2b25c7474d980076c6bfc4806,4.271186441,58,79,5151.9,beauty & personal care,65.21392405,10.37931034,Andalucía,Málaga
98,9dc79dd988ac42f4d56c340d7048420a,3.75,4,4,749.6,beauty & personal care,187.4,6.25,Comunidad de Madrid,Madrid
99,276677b5d08786d5dce7c2149dcce48b,4.419354839,31,47,3522.0,home accessories,74.93617021,11.96774194,Comunidad de Madrid,Madrid
100,9c4d31c7e46ab03a43fc06e3142afd4e,4,2,2,1218.9,toys games,609.45,7,Cataluña,Barcelona
101,512d298ac2a96d1931b6bd30aa21f61d,4.5,10,11,7401.94,music instruments,672.9036364,9.7,Cataluña,Barcelona
102,422be4cc81a457fdb46f47edeb968ae5,5,1,1,239.9,furniture,239.9,18,Andalucía,Granada
103,99cd94252748d2bdde08e17858233602,4.5,2,2,159.8,pet supplies,79.9,3,Comunidad de Madrid,Madrid
104,698624c6632eeba1774924dbea24c700,5,1,1,19.9,0,19.9,7,Comunidad de Madrid,Madrid
105,8bb48dc19fccaa8613b6229bf7f452a2,4.023529412,80,96,4190.72,tools home improvement,43.65333333,11.6125,Andalucía,Málaga
106,ad87df7699e83b8a91822a4a0b765c3a,3.6,5,7,349.9,television & video,49.98571429,11,Andalucía,Granada
107,d6b664fa0667064c6d76394e7848d790,4.833333333,6,6,6080.0,lawn garden,1013.333333,17.5,Andalucía,Granada
108,98f52e1020fe788c10c0418de4393fec,4,1,1,21.6,sport outdoors,21.6,9,Cataluña,Lleida
109,62760d278921b5f352461620d68a9cee,5,3,3,397.0,furniture,132.3333333,19.66666667,Andalucía,Huelva
110,eb72802c83dc7547529c9546d1a9b8ef,4,8,8,1063.92,beauty & personal care,132.99,6.125,Andalucía,Córdoba
111,3f9be91358837bff69df67edfa3e42e8,4,5,6,569.7,pet supplies,94.95,10.6,Galicia,Ourense
112,1d4587203296c8f4ad134dc286fa6db0,3.625,39,42,2323.3,automotive,55.31666667,9.307692308,Comunidad de Madrid,Madrid
113,791cfcfe22fe4a771ece27f90017da92,5,1,2,596.26,computer accessories,298.13,28,Andalucía,Granada
114,392f7f2c797e4dc077e4311bde2ab8ce,5,2,2,52.0,automotive,26,5,Cataluña,Barcelona
115,0c8380b62e38e8a1e6adbeba7eb9688c,4.141304348,172,214,17348.79,kitchen & dining,81.06911215,13.21511628,Comunidad de Madrid,Alcorcón
116,37be5a7c751166fbc5f8ccba4119e043,4.057034221,265,281,55350.55,kitchen & dining,196.9770463,10.6490566,Comunidad de Madrid,Madrid
117,87d73636a3acf123e842bb890a4db036,5,1,1,269.9,bedroom decor,269.9,13,Andalucía,Jaen
118,3d3ccf2b2f8134b10dce9dd446f0e075,2.333333333,3,3,608.6,kitchen & dining,202.8666667,16.66666667,Andalucía,Granada
119,e24d3429d294b2eb200b064ebb035879,3.882352941,18,22,1878.58,beauty & personal care,85.39,7.611111111,Comunidad de Madrid,Madrid
120,44073f8b7e41514de3b7815dd0237f4f,4.057142857,140,154,18729.64,beauty & personal care,121.621039,12.92857143,Región de Murcia,Murcia
121,05ca864204d09595ae591b93ea9cf93d,1,1,1,179.9,videogame console,179.9,5,Andalucía,Córdoba
122,9d39404483343dd55c7ae254494d8388,4.444444444,9,10,293.2,cell phones,29.32,14.22222222,Comunidad de Madrid,Madrid
123,f9eda05b67bef472deaddbba84aca289,#N/D,#N/D,1,185.0,jewelry,185,#N/D,Castilla y León,Valladolid
124,75745ef7bc7d4f3ea3380f6f5303f514,4.666666667,3,3,228.4,toys games,76.13333333,5.666666667,Región de Murcia,Murcia
125,0692610d8abe24f287e9fae90ea0bbee,5,4,4,173.99,computer accessories,43.4975,6.5,Comunidad de Madrid,Madrid
126,7b07b3c7487f0ea825fc6df75abd658b,4.269662921,86,99,9731.85,sport outdoors,98.30151515,9.662790698,Comunidad de Madrid,Madrid
127,99002261c568a84cce14d43fcffb43ea,3.972222222,35,37,4088.0,kids,110.4864865,16.82857143,Principado de Asturias,Gijón
128,e5899683388855d3dabe8913bbe365de,3.333333333,3,3,452.88,furniture,150.96,7.666666667,Andalucía,Cádiz
129,784ba75dd9d20200c4caed3d7a77141a,4.294117647,17,24,8295.13,book,345.6304167,12.05882353,Comunidad de Madrid,Madrid
130,099095b050cfe8eb1ddff5317587e96e,4.3125,16,20,5193.83,home accessories,259.6915,11.1875,Comunidad de Madrid,Madrid
131,0ad80de75c811326389cfb1daba7d45e,3.8,6,6,1449.4,toys games,241.5666667,9,Cataluña,Barcelona
132,b9a03475e6447e631b6799ec8274800f,4.7,10,11,1349.1,seasonal decor,122.6454545,10.8,Galicia,Lugo
133,ba6b4a237f92479743cf0ca06b67a9ac,4.75,8,8,801.89,computer accessories,100.23625,12.375,Cataluña,Barcelona
134,ea00f977a203ff88adf7057cb7806998,4.666666667,18,19,389.72,automotive,20.51157895,5.333333333,Andalucía,Almería
135,82e0a475a88cc9595229d8029273f045,4.363636364,41,81,10930.02,furniture,134.9385185,16.02439024,Comunidad de Madrid,Madrid
136,ad75519a07f039025e83795a4418470f,2.666666667,3,9,302.1,coffee machines,33.56666667,9.333333333,Aragón,Huesca
137,34aefe746cd81b7f3b23253ea28bef39,#N/D,#N/D,1,8.0,food,8,#N/D,Galicia,Coruña
138,ed4acab38528488b65a9a9c603ff024a,4.258064516,30,40,12759.45,computer accessories,318.98625,9.933333333,Comunidad de Madrid,Madrid
139,f0837c8d71434931d9e38e7b79234797,4.090909091,22,23,3446.9,home accessories,149.8652174,11.72727273,Comunidad Valenciana,Alicante
140,fce62094ffe6a4009188ec44e681dfdd,4.25,4,11,2969.7,furniture,269.9727273,13.5,Comunidad de Madrid,Madrid
141,ebef8d8c92b4fd3226e5d407bbff21ac,3.666666667,3,3,253.7,sport outdoors,84.56666667,40.33333333,Andalucía,Granada
142,d73cbd89533ce8b041a9190241453ac8,5,3,4,368.6,fashion & shoes,92.15,12,Comunidad de Madrid,Getafe
143,75a4764c108403a7a0575140cb22287c,4.2,5,9,716.9,home accessories,79.65555556,11.4,Comunidad Valenciana,Alicante
144,70c0fda4c313d87115644d39e62eec60,4,1,1,25.99,home accessories,25.99,10,Islas Canarias,Las Palmas de Gran Canaria
145,ffcfefa19b08742c5d315f2791395ee5,#N/D,#N/D,1,69.9,book,69.9,#N/D,Galicia,Coruña
146,26e13b6ff5b641b329e5524241ee2c93,2,3,3,119.7,fashion & shoes,39.9,7,Andalucía,Málaga
147,0ade5cc4a305ed7093a23f68ca47519c,4,2,2,158.88,automotive,79.44,6.5,Galicia,Coruña
148,fc59392d66ef99377e50356ee4f3b4e1,3.8,5,5,519.99,computer accessories,103.998,7.6,País Vasco,Bilbao
149,b18dc380845b24038cfc48006478f099,4.404761905,43,54,8353.3,beauty & personal care,154.6907407,12.76744186,Andalucía,Córdoba
150,f22a247b79dd22ecd91dc8e3b2a1b07c,3.25,8,8,439.94,beauty & personal care,54.9925,17.75,Andalucía,Córdoba
151,889009a0ed0bb52c87819941192931b8,4,1,1,89.9,beauty & personal care,89.9,12,Andalucía,Almeria
152,ffc470761de7d0232558ba5e786e57b7,4.285714286,27,31,1649.01,home accessories,53.19387097,9.62962963,Andalucía,Cádiz
153,4c498c7345e89aebad651544829beca0,4.155555556,44,47,4819.76,beauty & personal care,102.5480851,11.02272727,Andalucía,Sevilla
154,01bcc9d254a0143f0ce9791b960b2a47,4.4,10,11,1521.21,beauty & personal care,138.2918182,12.7,Aragón,Huesca
155,f021c962aaba8ef6eb527a9c2c8394d1,4,5,5,4398.5,music instruments,879.7,8.2,Castilla y León,Palencia
156,024b564ae893ce8e9bfa02c10a401ece,4,2,8,706.4,fire safety,88.3,15.5,Comunidad de Madrid,Madrid
157,a513150f33f99a06569e9cd5c4bb889b,3,2,2,677.0,hardware,338.5,9.5,Comunidad de Madrid,Madrid
158,c1dde11f12d05c478f5de2d7319ad3b2,5,1,1,12.5,computer accessories,12.5,3,Comunidad de Madrid,Madrid
159,02f5837340d7eb4f653d676c7256523a,4.379310345,29,30,3883.05,luggage,129.435,9.75862069,Galicia,Coruña
160,7b98de631987e26dd6d803490c43a13c,3.625,8,8,634.2,hardware,79.275,10.375,Galicia,Pontevedra
161,f12ff17ad8bbf01ec5c33b17e506649b,4.16,27,29,6241.0,automotive,215.2068966,13.03703704,Comunidad de Madrid,Madrid
162,a64e44665225d19dfc0277eeeaaccc57,4.714285714,6,7,335.0,beauty & personal care,47.85714286,7.833333333,Comunidad de Madrid,Madrid
163,6a8a889bde935bafa76d7848782dfaf9,3.555555556,26,31,860.82,home lighting,27.7683871,7.769230769,Comunidad de Madrid,Madrid
164,42b6488f5b8246d9141712abd4b1b693,5,2,2,247.99,beauty & personal care,123.995,8,Galicia,Lugo
165,d6cd01c59123df02fc226eadbadb5f89,5,1,3,244.9,computer accessories,81.63333333,19,Comunidad de Madrid,Madrid
166,c8e135e7b21ecbc36c1153a29d2f5a06,3.428571429,7,7,1165.5,beauty & personal care,166.5,8.285714286,Comunidad de Madrid,Madrid
167,229c3efbfb0ea2058de4ccdfbc3d784a,4.181818182,117,148,15744.0,computer accessories,106.3783784,10.74358974,Comunidad de Madrid,Madrid
168,f9a02f1922d1de564392e656d82b3fda,#N/D,#N/D,1,125.9,lawn garden,125.9,#N/D,Andalucía,Córdoba
169,9523fb39dd240aa958e040f8183d64f3,5,1,1,146.99,home emergency kits,146.99,22,Comunidad de Madrid,Madrid
170,95ec4458365c4d11f452ccf538377619,4.111111111,26,29,1866.76,furniture,64.37103448,6.423076923,Andalucía,Sevilla
171,6ec1a01e866584bb679eb9b098345919,4.2,30,33,4248.91,beauty & personal care,128.7548485,13.63333333,Andalucía,Almería
172,f6122bc84774df1b372bdb3bb88ddb9f,4,3,3,4799.87,computer accessories,1599.956667,15.33333333,Andalucía,Córdoba
173,fa40cc5b934574b62717c68f3d678b6d,4.069620253,288,341,16055.87,toys games,47.08466276,11.26736111,Comunidad de Madrid,Madrid
174,623ad9d0c1e14bb5464a8c72bff7b4af,5,1,1,95.0,0,95,24,Comunidad de Madrid,Getafe
175,c0098efcf800861dcae589affca31408,3.888888889,9,9,1189.28,automotive,132.1422222,11.33333333,Andalucía,Granada
176,a63bfbaa882c8f4542891b4e2246cc7f,4.833333333,6,7,6772.0,beauty & personal care,967.4285714,11.66666667,Cataluña,Gerona
177,48b6c3f4c6a93171da04b75313f2130f,2.5,2,2,290.26,home security systems,145.13,24,Andalucía,Sevilla
178,270d3ef21830ad0ecf3a6c53d08a533a,3,4,18,509.0,cleaning supplies,28.27777778,11.5,Andalucía,Sevilla
179,89c127985a8b130cfa45c1d36764017a,5,6,7,1419.57,camera & photo,202.7957143,10.83333333,Andalucía,Jaén
180,8b2492b7ff4468839593fafeed55bad9,4.344827586,29,45,3660.08,beauty & personal care,81.33511111,12.37931034,Cataluña,Tarragona
181,1e9d5a33694bddb76316fd1f54734d20,5,2,2,318.0,bedroom decor,159,12,Principado de Asturias,Gijón
182,5e49e3a44bdeb5aab2684258bbd4f525,3,3,3,507.0,sport outdoors,169,16.66666667,Castilla y León,Valladolid
183,8e34331b7eedd03be4e5d965c1956225,3.8,5,5,145.0,book,29,13.8,Comunidad de Madrid,Madrid
184,aaed1309374718fdd995ee4c58c9dfcd,4.317307692,102,111,9376.95,sport outdoors,84.47702703,12.32352941,Castilla y León,Soria
185,11d4c477d09821164bca4f70a2eae031,5,3,4,83.04,tools home improvement,20.76,7,Andalucía,Granada
186,ff314fa6033cc68ec451c47aee2d6ba4,5,2,2,537.9,0,268.95,10.5,Comunidad de Madrid,Madrid
187,d1c7fa84e48cfa21a0e595167c1c500e,4,11,11,1156.03,lawn garden,105.0936364,12.18181818,Comunidad Valenciana,Valencia
188,c7246702dc991a06d788120dc7544391,5,1,1,54.86,comics,54.86,21,Baleares,Palma de Mallorca - Mallorca
189,e819bcfade7b5d88a27325eb6cfd62c5,4.4,4,7,202.9,furniture,28.98571429,11.25,Andalucía,Cádiz
190,6d2f2e3b539480db1e0842b3a4e32e6e,3.666666667,3,6,305.96,furniture,50.99333333,6.333333333,Andalucía,Cádiz
191,e88165a185134e13fdfc85d4fa654db8,5,2,2,108.0,sport outdoors,54,9,Andalucía,Almería
192,9e6229250fedbe05838fef417b74e7fb,4.265625,64,71,13132.2,kids,184.9605634,12.046875,Andalucía,Málaga
193,5abb8ea023c77787f2c15da891c8d384,4,13,13,2241.0,painting,172.3846154,19.61538462,Castilla y León,Salamanca
194,1d953075c2f0dd990bacf27b83b330f1,1,1,1,59.0,computer accessories,59,7,Comunidad de Madrid,Madrid
195,817245bcc3badd82bbd222e0366951a6,4.037037037,28,45,5580.5,automotive,124.0111111,12.35714286,Andalucía,Huelva
196,caa9bc43a9fe8cf9c564ddd8a03cc4a6,3.75,13,14,803.87,toys games,57.41928571,9.538461538,Andalucía,Huelva
197,615005a3ef192c00c6f0e977cee3d2bc,3.545454545,10,12,286.5,sport outdoors,23.875,13.7,Andalucía,Sevilla
198,1284de4ae8aa26997e748c851557cf0e,3.333333333,3,3,1459.97,jewelry,486.6566667,19.33333333,Andalucía,Almería
199,5fd924b4836098a5be0ecf81ba054ce0,4,6,8,1148.8,lawn garden,143.6,7.166666667,Comunidad de Madrid,Madrid
200,7178f9f4dd81dcef02f62acdf8151e01,4.005128205,199,216,37070.4,beauty & personal care,171.6222222,15.70854271,Castilla y León,Ávila
201,8132b9bd16876e1b0f8808d43825dd48,4,1,3,727.9,sport outdoors,242.6333333,17,Castilla y León,Valladolid
202,3f995f07c49d0d55a99d5c54957f7d81,4.255813953,43,43,3955.7,automotive,91.99302326,9.534883721,Andalucía,Córdoba
203,a6bd7d1ccdac48c6b33b28596b7eb122,4.076923077,14,16,14368.61,jewelry,898.038125,16.14285714,La Rioja,Logroño
204,6650fcccd8cd2f7e55ffa524f30c4c59,3.666666667,2,4,529.7,luggage,132.425,8,Comunidad de Madrid,Madrid
205,3db66a856d18a9cba7c9241fc5221c50,4.164835165,90,98,9478.3,sport outdoors,96.71734694,16.22222222,Comunidad de Madrid,Mostoles
206,8b181ee5518df84f18f4e1a43fe07923,5,1,1,27.9,beauty & personal care,27.9,14,Andalucía,Granada
207,10ff823eda2b032e2c93d17a7d294736,4,8,9,1294.97,home accessories,143.8855556,9.875,Andalucía,Jaén
208,b4a476fbd28de64b1e347abf9089366a,3.785714286,29,37,5724.04,television & video,154.7037838,12.79310345,Andalucía,Jaén
209,39c763cca83e654764b7a4a650fb9b7c,4.727272727,11,11,761.0,sport outdoors,69.18181818,13.54545455,Aragón,Zaragoza
210,dadc51ef321949ec9a3ab25cd902e23d,#N/D,#N/D,1,85.0,home lighting,85,#N/D,Comunidad de Madrid,Madrid
211,83b08de96980757220871b31bf6cffca,4.2,5,7,1304.17,hardware,186.31,13.8,Cataluña,Barcelona
212,14a08204d03bb6b6bde8029f801ae0eb,4.384615385,27,37,2185.4,television & video,59.06486486,9.037037037,Comunidad de Madrid,Madrid
213,bee36b4f9a2b9fdcaff6ec05df202ed0,5,1,2,33.8,computer accessories,16.9,14,Comunidad de Madrid,Madrid
